0.000161,-0.001339
0.000081,-0.001378
-0.000038,-0.001207
0.000198,-0.001284
0.000178,-0.001386
0.000193,-0.001331
0.000245,-0.001341
0.000203,-0.001279
0.000235,-0.001329
0.000064,-0.001329
0.000260,-0.001378
0.000041,-0.001319
0.000300,-0.001271
0.000158,-0.001289
0.000253,-0.001147
0.000096,-0.001426
0.000230,-0.001453
0.000027,-0.001294
0.000069,-0.001364
0.000163,-0.001296
0.000188,-0.001381
0.000183,-0.001354
0.000250,-0.001383
0.000205,-0.001227
0.000265,-0.001453
0.000166,-0.001386
0.000064,-0.001319
-0.003099,-0.001588
-0.006076,-0.001732
-0.005738,-0.001727
-0.004983,-0.001732
-0.004660,-0.001772
-0.004245,-0.001749
-0.004396,-0.001675
-0.004277,-0.001717
-0.004401,-0.001632
-0.004429,-0.001595
-0.004389,-0.001837
-0.004280,-0.001687
-0.004391,-0.001640
-0.004220,-0.001635
-0.004414,-0.001705
-0.004297,-0.001769
-0.004436,-0.001682
-0.004381,-0.001695
-0.004434,-0.001538
-0.004436,-0.001675
-0.004352,-0.001670
-0.004404,-0.001702
-0.004399,-0.001725
-0.004342,-0.001680
-0.004297,-0.001642
-0.004429,-0.001622
-0.004434,-0.001712
-0.004404,-0.001707
-0.004287,-0.001817
-0.004406,-0.001740
-0.004389,-0.001757
-0.004441,-0.001618
-0.004416,-0.001720
-0.004324,-0.001667
-0.004496,-0.001735
-0.004349,-0.001814
-0.004399,-0.001874
-0.004389,-0.001817
-0.004362,-0.001675
-0.004359,-0.001682
-0.004466,-0.001652
-0.004317,-0.001767
-0.004384,-0.001757
-0.004444,-0.001759
-0.004401,-0.001647
-0.004327,-0.001655
-0.004449,-0.001799
-0.004416,-0.001650
-0.004409,-0.001680
-0.004342,-0.001660
-0.004436,-0.001876
-0.004277,-0.001712
-0.004369,-0.001819
-0.004399,-0.001747
-0.004389,-0.001593
-0.004424,-0.001767
-0.004429,-0.001622
-0.004401,-0.001884
-0.004344,-0.001712
-0.004257,-0.001827
-0.004265,-0.001695
-0.004523,-0.001677
-0.004386,-0.001747
-0.004337,-0.001705
-0.004439,-0.001730
-0.004386,-0.001692
-0.004419,-0.001727
-0.004329,-0.001735
-0.004468,-0.001697
-0.004367,-0.001754
-0.004441,-0.001680
-0.004379,-0.001710
-0.004332,-0.001752
-0.003730,-0.001839
-0.003350,-0.001762
-0.002317,-0.001575
-0.001149,-0.001655
0.000210,-0.001503
0.001922,-0.001433
0.003438,-0.001396
0.004924,-0.001331
0.006728,-0.001114
0.008219,-0.001095
0.010177,-0.000890
0.012572,-0.000664
0.015408,-0.000499
0.017674,-0.000437
0.020469,-0.000066
0.024338,0.000021
0.027054,0.000327
0.029976,0.000429
0.032920,0.000644
0.036441,0.000855
0.040353,0.001022
0.043459,0.001378
0.045427,0.001525
0.047394,0.001665
0.051219,0.001911
0.054717,0.002180
0.057667,0.002367
0.061133,0.002539
0.065315,0.002880
0.070066,0.003206
0.075296,0.003694
0.080194,0.003948
0.083988,0.004249
0.086791,0.004361
0.091932,0.004700
0.099923,0.005233
0.108593,0.005886
0.116020,0.006379
0.121526,0.006854
0.125122,0.007043
0.127400,0.007153
0.129592,0.007489
0.132986,0.007634
0.137372,0.007808
0.142242,0.008358
0.147157,0.008550
0.151458,0.008921
0.155931,0.009392
0.160635,0.009621
0.164523,0.009805
0.167851,0.010027
0.172577,0.010475
0.178014,0.010876
0.184201,0.011210
0.190547,0.011897
0.197711,0.012300
0.204946,0.012940
0.212664,0.013411
0.220511,0.013954
0.227745,0.014783
0.235920,0.015196
0.242929,0.015919
0.249047,0.016128
0.256427,0.016872
0.266833,0.017599
0.280850,0.018690
0.294601,0.019699
0.307507,0.020548
0.320473,0.021673
0.333409,0.022592
0.345139,0.023347
0.354264,0.024062
0.362245,0.024694
0.371217,0.025190
0.381698,0.026049
0.392294,0.026841
0.404405,0.027710
0.417890,0.028108
0.427493,0.029510
0.434262,0.029861
0.437753,0.030342
0.438645,0.030407
0.439023,0.030215
0.439162,0.030297
0.439157,0.030200
0.439257,0.030185
0.438076,0.030158
0.428634,0.029470
0.421075,0.029179
0.422315,0.029112
0.433286,0.029844
0.444395,0.030676
0.454931,0.031530
0.463719,0.032147
