-0.000105,-0.000325
-0.000132,-0.000457
-0.000130,-0.000402
-0.000167,-0.000494
-0.000085,-0.000348
-0.000237,-0.000348
-0.000222,-0.000377
-0.000157,-0.000313
-0.000083,-0.000507
-0.000165,-0.000343
-0.000160,-0.000213
-0.000254,-0.000397
-0.000244,-0.000402
-0.000175,-0.000475
-0.000130,-0.000325
-0.000209,-0.000355
-0.000284,-0.000447
-0.000282,-0.000355
-0.000095,-0.000288
-0.000110,-0.000402
-0.000175,-0.000275
-0.000259,-0.000325
-0.000142,-0.000328
-0.000038,-0.000315
-0.000192,-0.000460
-0.000048,-0.000377
-0.000137,-0.000218
-0.000167,-0.000387
-0.000259,-0.000519
-0.000160,-0.000395
-0.000222,-0.000415
-0.000152,-0.000325
-0.000301,-0.000440
-0.000279,-0.000465
-0.000257,-0.000460
-0.000063,-0.000380
-0.000172,-0.000360
-0.000120,-0.000370
-0.000150,-0.000390
-0.000202,-0.000348
-0.000202,-0.000377
-0.005331,-0.000499
-0.006513,-0.000427
-0.006444,-0.000405
-0.006424,-0.000452
-0.006491,-0.000447
-0.006424,-0.000425
-0.006533,-0.000524
-0.006516,-0.000345
-0.006357,-0.000315
-0.006344,-0.000228
-0.006476,-0.000514
-0.006402,-0.000397
-0.006431,-0.000372
-0.006419,-0.000422
-0.006526,-0.000425
-0.006384,-0.000437
-0.006377,-0.000338
-0.006441,-0.000365
-0.006481,-0.000367
-0.006300,-0.000357
-0.006508,-0.000318
-0.006407,-0.000320
-0.006531,-0.000417
-0.006372,-0.000435
-0.006588,-0.000375
-0.006511,-0.000313
-0.006568,-0.000288
-0.006459,-0.000487
-0.006424,-0.000293
-0.006459,-0.000427
-0.006481,-0.000412
-0.006417,-0.000402
-0.006431,-0.000298
-0.006439,-0.000330
-0.006404,-0.000338
-0.006297,-0.000412
-0.006367,-0.000467
-0.006379,-0.000300
-0.002177,-0.000362
0.021048,0.000205
0.064271,0.000952
0.083056,0.001450
0.087929,0.001473
0.094034,0.001533
0.101799,0.001687
0.109234,0.001749
0.117727,0.002008
0.130089,0.002300
0.143765,0.002422
0.162404,0.002957
0.182993,0.003303
0.207737,0.003697
0.236295,0.004220
0.245643,0.004506
0.247703,0.004581
0.248180,0.004663
0.248227,0.004493
0.248219,0.004466
0.248647,0.004578
0.259756,0.004680
0.292347,0.005315
0.326528,0.005983
0.361919,0.006545
0.404101,0.007424
0.442661,0.008047
0.469203,0.008904
0.484955,0.009098
0.489730,0.009113
0.491117,0.009128
0.491271,0.009165
0.491405,0.009085
0.491418,0.009230
0.491743,0.009108
0.498209,0.009332
0.516363,0.009621
0.538517,0.010012
0.554241,0.010360
0.568747,0.010699
0.587046,0.011005
0.609814,0.011556
0.633241,0.011954
0.659816,0.012514
0.686716,0.012985
0.712203,0.013600
0.737262,0.014113
0.748188,0.014285
0.750270,0.014390
0.750964,0.014332
0.750996,0.014370
0.751301,0.014419
0.760401,0.014444
0.790634,0.015119
0.829973,0.015767
0.863963,0.016588
0.899896,0.017378
0.939981,0.018078
0.965273,0.018586
0.973607,0.018775
0.975871,0.018842
0.976458,0.018845
0.976547,0.018967
0.984322,0.019014
1.008574,0.019420
1.050567,0.020192
1.093800,0.021213
1.134710,0.021908
1.180739,0.022871
1.214443,0.023439
1.228887,0.023686
1.233320,0.023860
1.234682,0.023897
1.234928,0.023852
1.236155,0.023870
1.253795,0.024149
1.302037,0.025058
1.352906,0.026119
1.388186,0.026890
1.411406,0.027316
1.429369,0.027657
1.440993,0.027730
1.455743,0.028083
1.476004,0.028449
1.495462,0.028835
1.509382,0.029134
1.520713,0.029338
1.524371,0.029368
1.525404,0.029361
1.525842,0.029378
1.526075,0.029289
1.526110,0.029401
1.528577,0.029358
1.550583,0.029829
1.585934,0.030583
1.616987,0.031261
1.645687,0.031739
1.671747,0.032449
1.695765,0.033659
1.717751,0.033044
1.735336,0.033422
1.750722,0.033798
1.767616,0.033940
1.783616,0.034309
1.803693,0.034799
1.817804,0.034934
1.823209,0.035066
1.825075,0.035131
1.825681,0.035270
1.827580,0.035253
1.835255,0.035240
1.858347,0.035805
1.885160,0.036291
1.906962,0.036597
1.925339,0.037098
1.939662,0.037297
1.948712,0.037504
1.955537,0.037389
1.961523,0.037758
1.966354,0.037872
1.971189,0.037967
1.975225,0.037915
1.979054,0.037964
1.984299,0.038049
1.987770,0.038216
1.991962,0.038218
1.996629,0.038238
2.000647,0.038582
2.006039,0.038552
2.011008,0.038642
2.014256,0.038724
2.015961,0.038712
2.017422,0.038901
2.019616,0.038799
2.022781,0.038801
2.028193,0.038985
2.031602,0.038941
2.032944,0.038988
2.033106,0.039085
2.034900,0.039180
