Mesure,Temps,X,Y
0.000000,0.030000,0.137306,0.045002
1.000000,0.100000,0.141125,0.039905
2.000000,0.180000,0.129667,0.033534
3.000000,0.270000,0.111844,0.029711
4.000000,0.350000,0.076198,0.019517
5.000000,0.430000,0.036732,0.008048
6.000000,0.510000,-0.011645,-0.012340
7.000000,0.590000,-0.051110,-0.018712
8.000000,0.670000,-0.090576,-0.027632
9.000000,0.750000,-0.121130,-0.036552
10.000000,0.830000,-0.141499,-0.036552
11.000000,0.910000,-0.152957,-0.031455
12.000000,0.990000,-0.154230,-0.026358
13.000000,1.070000,-0.137680,-0.017438
14.000000,1.150000,-0.117311,-0.007243
15.000000,1.240000,-0.081664,0.000402
16.000000,1.320000,-0.042199,0.014420
17.000000,1.400000,0.001086,0.033534
18.000000,1.480000,0.049463,0.039905
19.000000,1.560000,0.082563,0.045002
20.000000,1.640000,0.122029,0.043728
21.000000,1.720000,0.279891,0.047551
22.000000,1.800000,0.557422,0.046277
23.000000,1.880000,0.890970,0.045002
24.000000,1.960000,1.160863,0.038631
25.000000,2.040000,1.322544,0.024614
26.000000,2.120000,1.335275,0.009322
27.000000,2.200000,1.223244,-0.007243
28.000000,2.290000,0.980085,-0.016163
29.000000,2.370000,0.640173,-0.026358
30.000000,2.450000,0.225148,-0.036552
31.000000,2.530000,-0.210245,-0.037826
32.000000,2.610000,-0.636728,-0.034003
33.000000,2.700000,-0.963909,-0.026358
34.000000,2.780000,-1.203249,-0.026358
35.000000,2.860000,-1.297457,-0.017438
36.000000,2.940000,-1.256718,-0.004695
37.000000,3.020000,-1.098856,0.005500
38.000000,3.100000,-0.813686,0.022065
39.000000,3.180000,-0.458496,0.034808
40.000000,3.260000,-0.049837,0.046277
41.000000,3.340000,0.361368,0.053922
42.000000,3.420000,0.720377,0.051374
43.000000,3.500000,1.009366,0.045002
44.000000,3.580000,1.192690,0.039905
45.000000,3.670000,1.249979,0.036082
46.000000,3.740000,1.185051,0.024614
47.000000,3.830000,1.003001,0.014420
48.000000,3.910000,0.712738,-0.005969
49.000000,3.990000,0.349910,-0.016163
50.000000,4.080000,-0.061295,-0.026358
51.000000,4.160000,-0.461042,-0.032729
52.000000,4.240000,-0.788224,-0.035278
53.000000,4.320000,-1.041567,-0.036552
54.000000,4.410000,-1.182879,-0.028906
55.000000,4.490000,-1.191791,-0.022535
56.000000,4.560000,-1.078487,-0.014889
57.000000,4.650000,-0.842967,0.001677
58.000000,4.730000,-0.542520,0.011871
59.000000,4.810000,-0.161868,0.024614
60.000000,4.890000,0.207325,0.038631
61.000000,4.970000,0.545965,0.045002
62.000000,5.050000,0.845139,0.047551
63.000000,5.140000,1.042466,0.050100
64.000000,5.220000,1.129036,0.048825
65.000000,5.300000,1.099755,0.039905
66.000000,5.380000,0.976266,0.037357
67.000000,5.460000,0.731835,0.028437
68.000000,5.540000,0.436480,0.009322
69.000000,5.620000,0.096567,-0.002146
70.000000,5.700000,-0.257349,-0.012340
71.000000,5.790000,-0.603627,-0.026358
72.000000,5.870000,-0.837874,-0.025083
73.000000,5.950000,-1.005921,-0.034003
74.000000,6.030000,-1.069575,-0.034003
75.000000,6.110000,-1.008467,-0.030180
76.000000,6.190000,-0.844240,-0.027632
77.000000,6.280000,-0.607447,-0.014889
78.000000,6.360000,-0.285357,-0.004695
79.000000,6.440000,0.030367,0.001677
80.000000,6.520000,0.356276,0.023340
81.000000,6.600000,0.622350,0.032260
82.000000,6.680000,0.834954,0.039905
83.000000,6.760000,0.967355,0.045002
84.000000,6.840000,0.983905,0.047551
85.000000,6.920000,0.907520,0.042454
86.000000,7.000000,0.740746,0.042454
87.000000,7.080000,0.514138,0.034808
88.000000,7.160000,0.237879,0.032260
89.000000,7.250000,-0.077845,0.018242
90.000000,7.330000,-0.368107,0.001677
91.000000,7.410000,-0.627816,-0.011066
92.000000,7.490000,-0.786951,-0.025083
93.000000,7.570000,-0.883705,-0.022535
94.000000,7.650000,-0.882432,-0.025083
95.000000,7.730000,-0.795863,-0.035278
96.000000,7.810000,-0.648185,-0.027632
97.000000,7.890000,-0.417758,-0.026358
98.000000,7.970000,-0.151684,-0.018712
99.000000,8.060000,0.138579,-0.007243
