Mesure,Temps,X,Y
0.000000,0.030000,-0.113491,-0.028906
1.000000,0.100000,-0.144045,-0.032729
2.000000,0.180000,-0.173326,-0.035278
3.000000,0.270000,-0.189876,-0.031455
4.000000,0.340000,-0.184784,-0.026358
5.000000,0.430000,-0.168234,-0.018712
6.000000,0.510000,-0.123676,-0.011066
7.000000,0.590000,0.018909,0.005500
8.000000,0.670000,0.281164,0.024614
9.000000,0.750000,0.649084,0.032260
10.000000,0.830000,0.981358,0.045002
11.000000,0.910000,1.196509,0.039905
12.000000,1.000000,1.307267,0.046277
13.000000,1.080000,1.270348,0.045002
14.000000,1.160000,1.108667,0.038631
15.000000,1.240000,0.838773,0.028437
16.000000,1.320000,0.489949,0.022065
17.000000,1.410000,0.085109,0.009322
18.000000,1.490000,-0.310819,-0.004695
19.000000,1.570000,-0.691470,-0.017438
20.000000,1.650000,-0.967729,-0.026358
21.000000,1.730000,-1.163783,-0.030180
22.000000,1.810000,-1.218526,-0.031455
23.000000,1.890000,-1.158691,-0.035278
24.000000,1.970000,-0.960090,-0.026358
25.000000,2.050000,-0.692743,-0.021260
26.000000,2.140000,-0.329915,-0.011066
27.000000,2.210000,0.035459,-0.005969
28.000000,2.300000,0.408472,0.010597
29.000000,2.380000,0.717831,0.022065
30.000000,2.460000,0.967355,0.034808
31.000000,2.540000,1.090843,0.039905
32.000000,2.620000,1.108667,0.048825
33.000000,2.700000,1.025916,0.045002
34.000000,2.790000,0.829862,0.045002
35.000000,2.870000,0.566334,0.038631
36.000000,2.950000,0.231514,0.032260
37.000000,3.030000,-0.118584,0.023340
38.000000,3.110000,-0.453404,0.005500
39.000000,3.200000,-0.742393,-0.007243
40.000000,3.280000,-0.930809,-0.018712
41.000000,3.360000,-1.021198,-0.022535
42.000000,3.440000,-1.005921,-0.028906
43.000000,3.520000,-0.886251,-0.031455
44.000000,3.600000,-0.697835,-0.031455
45.000000,3.680000,-0.410119,-0.021260
46.000000,3.760000,-0.118584,-0.022535
47.000000,3.840000,0.198414,-0.007243
48.000000,3.920000,0.484857,0.004225
49.000000,4.010000,0.712738,0.015694
50.000000,4.090000,0.864235,0.028437
51.000000,4.170000,0.925343,0.039905
52.000000,4.250000,0.894789,0.045002
53.000000,4.330000,0.757296,0.045002
54.000000,4.410000,0.577792,0.046277
55.000000,4.490000,0.328268,0.045002
56.000000,4.570000,0.035459,0.034808
57.000000,4.650000,-0.235707,0.025888
58.000000,4.730000,-0.491596,0.014420
59.000000,4.820000,-0.687651,0.004225
60.000000,4.900000,-0.793317,-0.014889
61.000000,4.980000,-0.823870,-0.018712
62.000000,5.060000,-0.770401,-0.022535
63.000000,5.140000,-0.658370,-0.035278
64.000000,5.220000,-0.454677,-0.034003
65.000000,5.300000,-0.215338,-0.032729
66.000000,5.380000,0.030367,-0.021260
67.000000,5.460000,0.276072,-0.017438
68.000000,5.550000,0.475945,-0.004695
69.000000,5.630000,0.631261,0.008048
70.000000,5.710000,0.701281,0.022065
71.000000,5.790000,0.710192,0.034808
72.000000,5.870000,0.652904,0.038631
73.000000,5.950000,0.517957,0.046277
74.000000,6.040000,0.339726,0.050100
75.000000,6.120000,0.130940,0.045002
76.000000,6.200000,-0.091849,0.039905
77.000000,6.280000,-0.295542,0.033534
78.000000,6.360000,-0.477592,0.020791
79.000000,6.440000,-0.595989,0.005500
80.000000,6.530000,-0.640547,-0.004695
81.000000,6.610000,-0.626543,-0.017438
82.000000,6.690000,-0.537427,-0.021260
83.000000,6.770000,-0.393569,-0.027632
