Mesure,Temps,X,Y
0.000000,0.040000,0.166587,0.015694
1.000000,0.110000,0.116936,0.005500
2.000000,0.190000,0.040552,-0.008518
3.000000,0.280000,-0.035833,-0.021260
4.000000,0.350000,-0.104580,-0.026358
5.000000,0.440000,-0.168234,-0.036552
6.000000,0.520000,-0.212792,-0.037826
7.000000,0.600000,-0.233161,-0.032729
8.000000,0.680000,-0.238253,-0.031455
9.000000,0.760000,-0.222976,-0.022535
10.000000,0.840000,-0.178418,-0.002146
11.000000,0.920000,-0.147864,0.005500
12.000000,1.000000,-0.095668,0.023340
13.000000,1.090000,0.078744,0.033534
14.000000,1.160000,0.400833,0.042454
15.000000,1.250000,0.813312,0.046277
16.000000,1.330000,1.125217,0.053922
17.000000,1.410000,1.313633,0.045002
18.000000,1.490000,1.378560,0.039905
19.000000,1.570000,1.307267,0.032260
20.000000,1.650000,1.099755,0.018242
21.000000,1.730000,0.794216,0.008048
22.000000,1.810000,0.413564,-0.005969
23.000000,1.890000,-0.016737,-0.025083
24.000000,1.970000,-0.457223,-0.026358
25.000000,2.050000,-0.818778,-0.028906
26.000000,2.140000,-1.115406,-0.035278
27.000000,2.220000,-1.269449,-0.036552
28.000000,2.300000,-1.294910,-0.032729
29.000000,2.380000,-1.198156,-0.022535
30.000000,2.460000,-0.961363,-0.004695
31.000000,2.540000,-0.638001,0.004225
32.000000,2.620000,-0.222976,0.015694
33.000000,2.700000,0.183137,0.034808
34.000000,2.780000,0.565061,0.045002
35.000000,2.860000,0.880785,0.038631
36.000000,2.940000,1.103574,0.048825
37.000000,3.030000,1.218152,0.043728
38.000000,3.110000,1.218152,0.038631
39.000000,3.180000,1.093390,0.033534
40.000000,3.270000,0.859143,0.022065
41.000000,3.350000,0.551057,0.008048
42.000000,3.430000,0.178044,-0.007243
43.000000,3.510000,-0.202607,-0.011066
44.000000,3.590000,-0.576893,-0.026358
45.000000,3.670000,-0.867155,-0.032729
46.000000,3.750000,-1.075941,-0.040375
47.000000,3.830000,-1.167602,-0.032729
48.000000,3.910000,-1.135775,-0.032729
49.000000,4.000000,-0.974094,-0.022535
50.000000,4.080000,-0.732209,-0.012340
51.000000,4.160000,-0.420304,-0.003420
52.000000,4.240000,-0.053656,0.016968
53.000000,4.320000,0.304079,0.028437
54.000000,4.400000,0.619803,0.030985
55.000000,4.480000,0.878239,0.045002
56.000000,4.560000,1.038647,0.050100
57.000000,4.640000,1.093390,0.050100
58.000000,4.720000,1.038647,0.038631
59.000000,4.800000,0.887150,0.038631
60.000000,4.890000,0.635080,0.029711
61.000000,4.970000,0.329541,0.014420
62.000000,5.050000,-0.006552,0.001677
63.000000,5.130000,-0.331188,-0.008518
64.000000,5.210000,-0.634181,-0.021260
65.000000,5.290000,-0.855698,-0.031455
66.000000,5.370000,-0.983006,-0.030180
67.000000,5.450000,-1.013560,-0.032729
68.000000,5.530000,-0.947359,-0.035278
69.000000,5.610000,-0.774220,-0.026358
70.000000,5.690000,-0.520877,-0.016163
71.000000,5.770000,-0.224249,-0.000872
72.000000,5.860000,0.096567,0.009322
73.000000,5.940000,0.402107,0.023340
74.000000,6.020000,0.646538,0.036082
75.000000,6.100000,0.828589,0.038631
76.000000,6.180000,0.934254,0.046277
77.000000,6.260000,0.939347,0.050100
78.000000,6.340000,0.845139,0.041180
79.000000,6.420000,0.675819,0.036082
80.000000,6.500000,0.436480,0.028437
81.000000,6.590000,0.158948,0.018242
82.000000,6.670000,-0.137680,0.002951
83.000000,6.750000,-0.402481,-0.007243
84.000000,6.830000,-0.641820,-0.021260
85.000000,6.910000,-0.793317,-0.026358
86.000000,6.990000,-0.869701,-0.032729
87.000000,7.070000,-0.849332,-0.037826
88.000000,7.150000,-0.748759,-0.035278
89.000000,7.230000,-0.580712,-0.026358
90.000000,7.310000,-0.337554,-0.014889
91.000000,7.400000,-0.075299,-0.005969
92.000000,7.480000,0.193321,0.004225
93.000000,7.560000,0.425022,0.019517
94.000000,7.640000,0.624896,0.036082
95.000000,7.720000,0.734381,0.036082
96.000000,7.800000,0.785304,0.045002
97.000000,7.880000,0.757296,0.047551
98.000000,7.960000,0.655450,0.042454
99.000000,8.040000,0.495041,0.037357
100.000000,8.120000,0.286256,0.036082
101.000000,8.200000,0.041825,0.024614
102.000000,8.280000,-0.197515,0.011871
103.000000,8.370000,-0.413938,-0.003420
104.000000,8.440000,-0.589624,-0.017438
105.000000,8.530000,-0.697835,-0.025083
106.000000,8.600000,-0.728389,-0.030180
107.000000,8.690000,-0.692743,-0.037826
108.000000,8.770000,-0.590897,-0.028906
109.000000,8.850000,-0.426669,-0.027632
110.000000,8.930000,-0.221703,-0.021260
111.000000,9.010000,-0.014191,-0.005969
112.000000,9.090000,0.212417,0.001677
113.000000,9.170000,0.391922,0.018242
114.000000,9.250000,0.534507,0.032260
115.000000,9.330000,0.622350,0.032260
116.000000,9.410000,0.642719,0.041180
117.000000,9.490000,0.605800,0.048825
118.000000,9.570000,0.506499,0.046277
119.000000,9.660000,0.362641,0.043728
120.000000,9.740000,0.183137,0.034808
121.000000,9.820000,-0.016737,0.024614
122.000000,9.900000,-0.193695,0.016968
123.000000,9.980000,-0.364288,-0.002146
124.000000,10.060000,-0.492869,-0.011066
125.000000,10.140000,-0.575620,-0.023809
126.000000,10.220000,-0.590897,-0.023809
127.000000,10.300000,-0.550158,-0.031455
128.000000,10.380000,-0.449585,-0.034003
129.000000,10.460000,-0.304453,-0.027632
130.000000,10.540000,-0.147864,-0.023809
131.000000,10.620000,0.020182,-0.011066
132.000000,10.710000,0.188229,-0.005969
133.000000,10.780000,0.332087,0.006774
134.000000,10.860000,0.425022,0.022065
135.000000,10.950000,0.488676,0.036082
136.000000,11.030000,0.492495,0.036082
137.000000,11.110000,0.453030,0.050100
138.000000,11.190000,0.366460,0.045002
139.000000,11.280000,0.245518,0.045002
140.000000,11.360000,0.102933,0.036082
141.000000,11.440000,-0.047291,0.029711
142.000000,11.520000,-0.183511,0.018242
143.000000,11.600000,-0.301907,0.001677
144.000000,11.680000,-0.393569,-0.011066
145.000000,11.760000,-0.438127,-0.022535
146.000000,11.840000,-0.436854,-0.026358
147.000000,11.920000,-0.394842,-0.031455
148.000000,12.000000,-0.312092,-0.036552
149.000000,12.090000,-0.207699,-0.030180
150.000000,12.170000,-0.085483,-0.025083
151.000000,12.250000,0.044371,-0.013615
152.000000,12.330000,0.161494,-0.003420
153.000000,12.410000,0.263341,0.004225
154.000000,12.490000,0.329541,0.024614
155.000000,12.570000,0.361368,0.038631
156.000000,12.650000,0.361368,0.043728
157.000000,12.740000,0.323176,0.045002
158.000000,12.820000,0.253156,0.046277
159.000000,12.900000,0.161494,0.039905
160.000000,12.980000,0.062194,0.042454
161.000000,13.060000,-0.046018,0.036082
162.000000,13.140000,-0.138953,0.022065
163.000000,13.220000,-0.214065,0.008048
164.000000,13.300000,-0.271353,-0.007243
165.000000,13.380000,-0.295542,-0.022535
166.000000,13.460000,-0.295542,-0.026358
167.000000,13.550000,-0.263715,-0.036552
