Mesure,Temps,X,Y
0.000000,0.020000,1.759211,0.004225
1.000000,0.100000,1.750299,0.002951
2.000000,0.180000,1.754119,0.004225
3.000000,0.260000,1.755392,0.005500
4.000000,0.340000,1.750299,0.004225
5.000000,0.430000,1.752846,0.008048
6.000000,0.510000,1.750299,0.004225
7.000000,0.590000,1.752846,0.002951
8.000000,0.670000,1.760484,0.008048
9.000000,0.750000,1.755392,0.004225
10.000000,0.830000,1.752846,0.001677
11.000000,0.910000,1.752846,0.005500
12.000000,0.990000,1.751572,0.004225
13.000000,1.070000,1.756665,0.002951
14.000000,1.150000,1.704468,0.005500
15.000000,1.230000,1.502049,0.001677
16.000000,1.320000,1.155771,0.001677
17.000000,1.400000,0.716558,-0.002146
18.000000,1.480000,0.211144,0.000402
19.000000,1.560000,-0.280265,0.002951
20.000000,1.640000,-0.718205,-0.004695
21.000000,1.720000,-1.086125,0.000402
22.000000,1.800000,-1.297457,0.004225
23.000000,1.880000,-1.370022,0.002951
24.000000,1.970000,-1.284726,0.009322
25.000000,2.050000,-1.078487,0.004225
26.000000,2.130000,-0.751305,0.008048
27.000000,2.210000,-0.368107,0.004225
28.000000,2.290000,0.066013,0.014420
29.000000,2.370000,0.474672,0.011871
30.000000,2.450000,0.803127,0.008048
31.000000,2.530000,1.057743,0.004225
32.000000,2.610000,1.190144,0.002951
33.000000,2.700000,1.196509,0.005500
34.000000,2.770000,1.094663,0.001677
35.000000,2.860000,0.885877,0.006774
36.000000,2.940000,0.598161,-0.002146
37.000000,3.020000,0.254429,0.001677
38.000000,3.100000,-0.091849,-0.000872
39.000000,3.180000,-0.422850,-0.000872
40.000000,3.260000,-0.681285,-0.002146
41.000000,3.340000,-0.862063,0.002951
42.000000,3.420000,-0.938448,0.006774
43.000000,3.500000,-0.912986,0.004225
44.000000,3.590000,-0.786951,0.001677
45.000000,3.670000,-0.590897,0.002951
46.000000,3.750000,-0.323550,0.009322
47.000000,3.830000,-0.039653,0.011871
48.000000,3.910000,0.254429,0.009322
49.000000,3.990000,0.500134,0.008048
50.000000,4.070000,0.691096,0.010597
51.000000,4.150000,0.799308,0.009322
52.000000,4.230000,0.838773,0.009322
53.000000,4.310000,0.784031,0.004225
54.000000,4.400000,0.668180,0.004225
55.000000,4.480000,0.478491,0.004225
56.000000,4.560000,0.254429,0.008048
57.000000,4.640000,0.008725,-0.000872
58.000000,4.720000,-0.215338,0.006774
59.000000,4.800000,-0.422850,-0.000872
60.000000,4.890000,-0.573074,0.002951
61.000000,4.960000,-0.632908,0.002951
62.000000,5.050000,-0.632908,0.006774
63.000000,5.130000,-0.562889,0.005500
64.000000,5.210000,-0.444492,0.002951
65.000000,5.290000,-0.253530,0.005500
66.000000,5.370000,-0.066387,0.009322
67.000000,5.450000,0.125848,0.001677
68.000000,5.530000,0.312991,0.009322
69.000000,5.620000,0.449211,0.004225
70.000000,5.700000,0.547238,0.005500
71.000000,5.780000,0.585430,0.005500
72.000000,5.860000,0.563788,0.009322
73.000000,5.940000,0.483584,0.001677
74.000000,6.020000,0.379191,0.008048
75.000000,6.100000,0.217510,0.000402
76.000000,6.180000,0.049463,0.005500
77.000000,6.270000,-0.103307,0.006774
78.000000,6.340000,-0.236980,0.004225
79.000000,6.430000,-0.343919,0.005500
80.000000,6.510000,-0.417758,0.001677
81.000000,6.590000,-0.427942,0.004225
82.000000,6.670000,-0.385931,0.005500
83.000000,6.750000,-0.305726,0.008048
84.000000,6.830000,-0.189876,0.005500
85.000000,6.920000,-0.070207,0.002951
86.000000,7.000000,0.076198,0.011871
87.000000,7.080000,0.192048,0.004225
88.000000,7.160000,0.296441,0.005500
89.000000,7.240000,0.365187,0.008048
90.000000,7.320000,0.402107,0.004225
91.000000,7.400000,0.390649,0.006774
92.000000,7.480000,0.355003,0.001677
93.000000,7.560000,0.281164,0.009322
94.000000,7.640000,0.184410,0.004225
95.000000,7.750000,0.039278,0.002951
96.000000,7.830000,-0.057476,0.004225
97.000000,7.910000,-0.142772,0.001677
98.000000,7.990000,-0.212792,0.005500
99.000000,8.070000,-0.248438,0.004225
100.000000,8.150000,-0.257349,0.006774
101.000000,8.230000,-0.239526,0.005500
102.000000,8.310000,-0.188603,0.006774
103.000000,8.390000,-0.118584,0.008048
104.000000,8.470000,-0.046018,0.001677
105.000000,8.550000,0.040552,0.002951
106.000000,8.640000,0.129667,0.004225
107.000000,8.720000,0.193321,0.011871
108.000000,8.800000,0.244245,0.008048
109.000000,8.880000,0.268433,0.004225
110.000000,8.960000,0.263341,0.004225
111.000000,9.040000,0.241698,0.004225
112.000000,9.120000,0.194594,0.008048
113.000000,9.200000,0.141125,0.006774
114.000000,9.280000,0.062194,0.002951
115.000000,9.360000,-0.000187,0.009322
116.000000,9.440000,-0.062568,0.004225
117.000000,9.530000,-0.107126,0.008048
118.000000,9.610000,-0.144045,0.004225
119.000000,9.690000,-0.152957,0.004225
120.000000,9.770000,-0.142772,0.004225
121.000000,9.850000,-0.116037,0.002951
