Mesure,Temps,X,Y
0.000000,0.020000,-1.204522,-0.000872
1.000000,0.100000,-0.884978,-0.000872
2.000000,0.190000,-0.505600,0.002951
3.000000,0.260000,-0.098214,0.004225
4.000000,0.350000,0.349910,0.004225
5.000000,0.430000,0.739473,0.004225
6.000000,0.510000,1.104847,0.009322
7.000000,0.590000,1.379833,0.004225
8.000000,0.670000,1.587345,0.004225
9.000000,0.750000,1.689191,0.004225
10.000000,0.840000,1.680280,-0.000872
11.000000,0.920000,1.570795,-0.002146
12.000000,1.000000,1.363283,-0.002146
13.000000,1.080000,1.083205,0.000402
14.000000,1.160000,0.736927,-0.004695
15.000000,1.240000,0.340999,-0.000872
16.000000,1.320000,-0.074026,0.001677
17.000000,1.400000,-0.490323,-0.002146
18.000000,1.480000,-0.855698,-0.002146
19.000000,1.560000,-1.181606,-0.004695
20.000000,1.640000,-1.401849,-0.002146
21.000000,1.730000,-1.503696,0.000402
22.000000,1.810000,-1.512607,0.001677
23.000000,1.890000,-1.493511,0.002951
24.000000,1.970000,-1.324191,0.001677
25.000000,2.050000,-1.059390,0.006774
26.000000,2.130000,-0.733482,0.001677
27.000000,2.210000,-0.349011,0.004225
28.000000,2.290000,0.072379,0.009322
29.000000,2.370000,0.486130,0.004225
30.000000,2.460000,0.860416,0.004225
31.000000,2.540000,1.172321,0.005500
32.000000,2.620000,1.419298,0.000402
33.000000,2.690000,1.583526,0.001677
34.000000,2.780000,1.649726,0.008048
35.000000,2.860000,1.608987,0.005500
36.000000,2.940000,1.465129,0.001677
37.000000,3.020000,1.237248,-0.004695
38.000000,3.100000,0.932981,-0.003420
39.000000,3.180000,0.580338,-0.002146
40.000000,3.270000,0.172952,0.001677
41.000000,3.350000,-0.236980,0.000402
42.000000,3.430000,-0.616358,-0.002146
43.000000,3.510000,-0.974094,-0.000872
44.000000,3.590000,-1.238895,0.002951
45.000000,3.670000,-1.428584,-0.002146
46.000000,3.750000,-1.503696,-0.002146
47.000000,3.830000,-1.506242,0.005500
48.000000,3.920000,-1.406942,0.001677
49.000000,3.990000,-1.207068,0.000402
50.000000,4.080000,-0.906621,0.002951
51.000000,4.160000,-0.580712,0.008048
52.000000,4.240000,-0.188603,0.001677
53.000000,4.320000,0.212417,0.009322
54.000000,4.400000,0.605800,0.004225
55.000000,4.480000,0.941893,0.001677
56.000000,4.560000,1.220698,0.004225
57.000000,4.640000,1.438395,0.004225
58.000000,4.720000,1.569522,0.004225
59.000000,4.800000,1.602622,-0.000872
60.000000,4.880000,1.531329,-0.000872
61.000000,4.960000,1.372194,0.002951
62.000000,5.040000,1.127763,0.000402
63.000000,5.120000,0.810766,0.001677
64.000000,5.210000,0.456849,-0.000872
65.000000,5.290000,0.058375,-0.002146
66.000000,5.370000,-0.337554,-0.004695
67.000000,5.450000,-0.683832,0.001677
68.000000,5.530000,-1.022471,0.002951
69.000000,5.610000,-1.254172,0.000402
70.000000,5.690000,-1.422219,-0.004695
71.000000,5.770000,-1.492238,0.004225
72.000000,5.850000,-1.452773,0.004225
73.000000,5.930000,-1.316553,0.002951
74.000000,6.010000,-1.102675,0.002951
75.000000,6.090000,-0.811140,-0.000872
76.000000,6.170000,-0.473773,0.002951
77.000000,6.250000,-0.082937,0.001677
78.000000,6.340000,0.319356,0.005500
79.000000,6.420000,0.686004,0.004225
80.000000,6.500000,1.011912,0.009322
81.000000,6.580000,1.257617,-0.000872
82.000000,6.660000,1.440941,0.001677
83.000000,6.740000,1.541514,0.002951
84.000000,6.820000,1.540241,0.001677
85.000000,6.900000,1.442214,-0.004695
86.000000,6.990000,1.257617,-0.000872
87.000000,7.070000,1.013185,0.004225
88.000000,7.150000,0.682184,0.000402
89.000000,7.230000,0.315537,-0.002146
90.000000,7.310000,-0.082937,-0.002146
91.000000,7.390000,-0.475046,-0.003420
92.000000,7.480000,-0.809867,-0.004695
93.000000,7.560000,-1.086125,0.004225
94.000000,7.640000,-1.288545,-0.000872
95.000000,7.720000,-1.422219,-0.002146
96.000000,7.800000,-1.443861,0.004225
97.000000,7.880000,-1.371295,0.001677
98.000000,7.960000,-1.204522,0.001677
99.000000,8.040000,-0.956271,0.004225
100.000000,8.120000,-0.652005,0.004225
101.000000,8.210000,-0.284084,0.006774
102.000000,8.290000,0.090202,0.004225
103.000000,8.370000,0.449211,0.000402
104.000000,8.450000,0.792942,0.006774
105.000000,8.530000,1.089570,0.004225
106.000000,8.610000,1.307267,0.004225
107.000000,8.690000,1.451125,0.004225
108.000000,8.770000,1.505868,-0.000872
109.000000,8.850000,1.465129,0.004225
110.000000,8.930000,1.345460,0.002951
111.000000,9.010000,1.149405,-0.000872
112.000000,9.090000,0.884604,0.000402
113.000000,9.170000,0.552330,-0.002146
114.000000,9.250000,0.186956,-0.005969
115.000000,9.330000,-0.196242,-0.004695
116.000000,9.410000,-0.548885,-0.002146
117.000000,9.490000,-0.864609,-0.004695
118.000000,9.580000,-1.121771,0.001677
119.000000,9.650000,-1.296184,-0.004695
120.000000,9.740000,-1.392938,-0.000872
121.000000,9.820000,-1.390392,-0.002146
122.000000,9.900000,-1.293637,-0.004695
123.000000,9.980000,-1.117952,0.000402
124.000000,10.060000,-0.851878,0.001677
125.000000,10.140000,-0.543793,0.004225
126.000000,10.220000,-0.180965,0.006774
127.000000,10.300000,0.186956,0.004225
128.000000,10.380000,0.530688,0.005500
129.000000,10.470000,0.859143,0.004225
130.000000,10.550000,1.120124,0.004225
131.000000,10.630000,1.317452,-0.000872
132.000000,10.710000,1.429483,0.002951
133.000000,10.790000,1.454945,-0.002146
134.000000,10.870000,1.400202,0.002951
135.000000,10.950000,1.262709,0.004225
136.000000,11.030000,1.050105,0.001677
137.000000,11.110000,0.764935,0.002951
138.000000,11.190000,0.440299,-0.005969
139.000000,11.270000,0.076198,-0.002146
140.000000,11.350000,-0.295542,-0.000872
141.000000,11.430000,-0.622724,-0.002146
142.000000,11.510000,-0.911713,-0.004695
143.000000,11.600000,-1.147233,0.001677
144.000000,11.680000,-1.293637,0.001677
145.000000,11.760000,-1.354745,0.002951
146.000000,11.840000,-1.326737,-0.002146
147.000000,11.920000,-1.210887,-0.000872
148.000000,12.000000,-1.018652,0.005500
149.000000,12.080000,-0.750032,0.000402
