Mesure,Temps,X,Y
0.000000,0.040000,-0.103307,0.048825
1.000000,0.110000,-0.056203,0.046277
2.000000,0.200000,-0.005279,0.038631
3.000000,0.280000,0.049463,0.024614
4.000000,0.360000,0.096567,0.011871
5.000000,0.440000,0.127121,-0.005969
6.000000,0.520000,0.150037,-0.014889
7.000000,0.600000,0.155129,-0.026358
8.000000,0.680000,0.133486,-0.037826
9.000000,0.760000,0.102933,-0.036552
10.000000,0.840000,0.049463,-0.031455
11.000000,0.930000,-0.009099,-0.026358
12.000000,1.010000,-0.058749,-0.012340
13.000000,1.090000,-0.110945,-0.000872
14.000000,1.170000,-0.135134,0.016968
15.000000,1.250000,-0.154230,0.032260
16.000000,1.330000,-0.154230,0.034808
17.000000,1.410000,-0.142772,0.043728
18.000000,1.490000,-0.103307,0.047551
19.000000,1.570000,-0.062568,0.042454
20.000000,1.650000,-0.006552,0.034808
21.000000,1.730000,0.049463,0.029711
22.000000,1.820000,0.100386,0.011871
23.000000,1.900000,0.134760,-0.005969
24.000000,1.980000,0.152583,-0.018712
25.000000,2.060000,0.146217,-0.030180
26.000000,2.140000,0.137306,-0.031455
27.000000,2.220000,0.096567,-0.035278
28.000000,2.300000,0.052009,-0.034003
29.000000,2.380000,-0.009099,-0.022535
30.000000,2.460000,-0.057476,-0.012340
31.000000,2.540000,-0.102034,0.000402
32.000000,2.620000,-0.138953,0.013145
33.000000,2.700000,-0.152957,0.033534
34.000000,2.780000,-0.151684,0.039905
35.000000,2.870000,-0.137680,0.045002
36.000000,2.950000,-0.102034,0.050100
37.000000,3.030000,-0.057476,0.041180
38.000000,3.110000,-0.002733,0.038631
39.000000,3.190000,0.055829,0.030985
40.000000,3.270000,0.100386,0.010597
41.000000,3.350000,0.130940,-0.008518
42.000000,3.430000,0.152583,-0.012340
43.000000,3.510000,0.152583,-0.028906
44.000000,3.590000,0.130940,-0.036552
45.000000,3.680000,0.099113,-0.034003
46.000000,3.760000,0.044371,-0.035278
47.000000,3.840000,-0.005279,-0.026358
48.000000,3.920000,-0.062568,-0.013615
49.000000,4.000000,-0.108399,0.004225
50.000000,4.080000,-0.135134,0.022065
51.000000,4.160000,-0.156776,0.033534
52.000000,4.250000,-0.155503,0.038631
53.000000,4.320000,-0.137680,0.045002
54.000000,4.400000,-0.103307,0.053922
55.000000,4.480000,-0.056203,0.045002
56.000000,4.570000,-0.004006,0.038631
57.000000,4.650000,0.050736,0.025888
58.000000,4.730000,0.105479,0.005500
59.000000,4.810000,0.136033,-0.011066
60.000000,4.890000,0.152583,-0.013615
61.000000,4.970000,0.152583,-0.027632
62.000000,5.050000,0.137306,-0.031455
63.000000,5.130000,0.100386,-0.035278
64.000000,5.220000,0.049463,-0.026358
65.000000,5.300000,-0.009099,-0.027632
66.000000,5.380000,-0.062568,-0.014889
67.000000,5.460000,-0.113491,0.000402
68.000000,5.540000,-0.138953,0.022065
69.000000,5.620000,-0.158049,0.029711
70.000000,5.700000,-0.155503,0.042454
71.000000,5.780000,-0.131314,0.045002
72.000000,5.860000,-0.104580,0.050100
73.000000,5.950000,-0.052383,0.039905
74.000000,6.030000,-0.002733,0.034808
75.000000,6.110000,0.063467,0.028437
76.000000,6.190000,0.105479,0.009322
77.000000,6.270000,0.137306,-0.011066
78.000000,6.350000,0.153856,-0.018712
79.000000,6.430000,0.157675,-0.027632
80.000000,6.510000,0.132213,-0.037826
81.000000,6.590000,0.100386,-0.035278
82.000000,6.670000,0.046917,-0.032729
83.000000,6.750000,-0.014191,-0.022535
84.000000,6.830000,-0.061295,-0.011066
85.000000,6.920000,-0.110945,-0.000872
86.000000,7.000000,-0.147864,0.014420
87.000000,7.080000,-0.159322,0.029711
88.000000,7.160000,-0.158049,0.041180
89.000000,7.240000,-0.135134,0.045002
90.000000,7.320000,-0.102034,0.042454
91.000000,7.400000,-0.051110,0.042454
92.000000,7.490000,0.002359,0.034808
93.000000,7.570000,0.055829,0.023340
94.000000,7.650000,0.110571,0.011871
95.000000,7.730000,0.139852,-0.005969
96.000000,7.810000,0.157675,-0.019986
97.000000,7.890000,0.150037,-0.030180
98.000000,7.970000,0.128394,-0.036552
99.000000,8.050000,0.100386,-0.032729
100.000000,8.130000,0.049463,-0.031455
101.000000,8.210000,-0.011645,-0.022535
