Mesure,Temps,X,Y
0.000000,0.030000,0.142398,-0.036552
1.000000,0.110000,0.101659,-0.032729
2.000000,0.190000,0.038005,-0.028906
3.000000,0.280000,-0.029468,-0.025083
4.000000,0.360000,-0.091849,-0.012340
5.000000,0.440000,-0.142772,-0.004695
6.000000,0.520000,-0.179691,0.008048
7.000000,0.600000,-0.188603,0.032260
8.000000,0.680000,-0.184784,0.038631
9.000000,0.760000,-0.160595,0.041180
10.000000,0.840000,-0.116037,0.046277
11.000000,0.920000,-0.056203,0.043728
12.000000,1.000000,0.008725,0.043728
13.000000,1.080000,0.069832,0.032260
14.000000,1.160000,0.127121,0.024614
15.000000,1.240000,0.165313,0.006774
16.000000,1.320000,0.189502,-0.011066
17.000000,1.400000,0.183137,-0.025083
18.000000,1.490000,0.158948,-0.031455
19.000000,1.570000,0.118209,-0.037826
20.000000,1.650000,0.063467,-0.031455
21.000000,1.730000,-0.002733,-0.027632
22.000000,1.810000,-0.061295,-0.025083
23.000000,1.890000,-0.122403,-0.013615
24.000000,1.970000,-0.161868,0.001677
25.000000,2.050000,-0.184784,0.023340
26.000000,2.140000,-0.192422,0.033534
27.000000,2.220000,-0.166961,0.041180
28.000000,2.300000,-0.136407,0.048825
29.000000,2.380000,-0.082937,0.048825
30.000000,2.460000,-0.023103,0.039905
31.000000,2.540000,0.044371,0.038631
32.000000,2.620000,0.102933,0.024614
33.000000,2.700000,0.153856,0.008048
34.000000,2.790000,0.188229,-0.007243
35.000000,2.860000,0.193321,-0.017438
36.000000,2.940000,0.171679,-0.028906
37.000000,3.030000,0.142398,-0.031455
38.000000,3.110000,0.092748,-0.035278
39.000000,3.190000,0.025275,-0.032729
40.000000,3.270000,-0.043472,-0.021260
41.000000,3.360000,-0.104580,-0.017438
42.000000,3.440000,-0.151684,-0.002146
43.000000,3.520000,-0.182238,0.014420
44.000000,3.600000,-0.189876,0.027162
45.000000,3.680000,-0.179691,0.042454
46.000000,3.760000,-0.147864,0.045002
47.000000,3.840000,-0.107126,0.048825
48.000000,3.920000,-0.046018,0.045002
49.000000,4.010000,0.025275,0.042454
50.000000,4.090000,0.082563,0.030985
51.000000,4.160000,0.139852,0.019517
52.000000,4.250000,0.176771,-0.002146
53.000000,4.330000,0.190775,-0.011066
54.000000,4.410000,0.181864,-0.025083
55.000000,4.490000,0.153856,-0.032729
56.000000,4.570000,0.110571,-0.036552
57.000000,4.650000,0.052009,-0.032729
58.000000,4.730000,-0.019283,-0.026358
59.000000,4.810000,-0.080391,-0.023809
60.000000,4.890000,-0.138953,-0.011066
61.000000,4.970000,-0.168234,0.005500
62.000000,5.060000,-0.189876,0.023340
63.000000,5.140000,-0.186057,0.039905
64.000000,5.220000,-0.165688,0.042454
65.000000,5.300000,-0.123676,0.050100
66.000000,5.380000,-0.074026,0.050100
67.000000,5.460000,-0.011645,0.038631
68.000000,5.540000,0.057102,0.037357
69.000000,5.620000,0.115663,0.025888
70.000000,5.700000,0.161494,0.009322
71.000000,5.780000,0.184410,-0.011066
72.000000,5.860000,0.186956,-0.019986
73.000000,5.940000,0.174225,-0.026358
74.000000,6.020000,0.132213,-0.031455
75.000000,6.100000,0.085109,-0.031455
76.000000,6.190000,0.017636,-0.031455
77.000000,6.270000,-0.047291,-0.025083
78.000000,6.340000,-0.108399,-0.016163
79.000000,6.430000,-0.151684,0.002951
80.000000,6.510000,-0.178418,0.019517
81.000000,6.590000,-0.193695,0.029711
82.000000,6.670000,-0.177145,0.042454
83.000000,6.750000,-0.154230,0.042454
84.000000,6.830000,-0.098214,0.048825
85.000000,6.910000,-0.037106,0.045002
86.000000,6.990000,0.024001,0.038631
87.000000,7.070000,0.085109,0.029711
88.000000,7.160000,0.146217,0.019517
89.000000,7.240000,0.180590,0.004225
90.000000,7.320000,0.190775,-0.012340
91.000000,7.400000,0.186956,-0.022535
