2024-03-14 09:29:32
ple_type	Xylophone
sple_name	Acier Doux T
rho[g/cm3]	7.511
length[mm]	58.84
thickness[mm]	1.53
width[mm]	4.09
comments:

DDC CFreq[Hz]	9959000
Gap	15.00u
sens Hz/µm	0.00
measurements
time[s]	Fres[Hz]	Fres_std[Hz]	MotPos[mm]	fit_Ao	fit_tau	fit_Q_1	fit_sigma	fit_Nsples	E[Pa]	T[°C]	dT/dt[K/s]
0.000	2228.700	0.157	0.000	998.8	0.5415	2.63761E-4	10.5	410	1.807937E+11	26.059	-0.0149
5.041	2228.710	0.119	0.000	973.0	0.5423	2.63378E-4	10.3	398	1.807954E+11	26.057	-0.0230
10.080	2228.772	0.145	0.000	969.3	0.5429	2.63068E-4	10.0	398	1.808055E+11	26.051	0.0413
15.100	2228.701	0.133	0.000	954.7	0.5512	2.59114E-4	10.2	414	1.807939E+11	26.008	0.0141
20.140	2228.666	0.127	0.000	977.2	0.5445	2.62305E-4	10.8	401	1.807883E+11	25.941	0.0699
25.180	2228.720	0.129	0.000	1027.9	0.5373	2.65813E-4	10.7	401	1.807971E+11	25.884	0.1644
30.220	2228.723	0.166	0.000	1010.4	0.5419	2.63567E-4	10.2	414	1.807975E+11	25.623	0.1980
35.261	2228.746	0.138	0.000	980.5	0.5446	2.62253E-4	9.4	400	1.808012E+11	25.448	0.2002
40.280	2228.723	0.116	0.000	956.5	0.5514	2.59025E-4	9.5	398	1.807975E+11	25.696	0.2223
45.320	2228.738	0.129	0.000	972.7	0.5511	2.59144E-4	10.2	405	1.807999E+11	26.006	0.2360
50.340	2228.709	0.161	0.000	949.2	0.5536	2.57984E-4	10.0	404	1.807953E+11	26.169	0.4262
55.380	2228.614	0.147	0.000	952.7	0.5601	2.55011E-4	9.9	431	1.807798E+11	25.772	-0.1207
60.400	2228.617	0.149	0.000	997.8	0.5412	2.63921E-4	10.5	407	1.807803E+11	25.903	-0.9418
65.420	2228.576	0.174	0.000	960.8	0.5548	2.57461E-4	9.7	408	1.807737E+11	26.104	-1.0061
70.440	2228.452	0.157	0.000	947.8	0.5584	2.55787E-4	9.8	407	1.807536E+11	26.407	-0.5460
75.460	2228.424	0.125	0.000	993.7	0.5433	2.62907E-4	10.3	407	1.807490E+11	26.783	0.6395
80.500	2228.377	0.155	0.000	968.6	0.5522	2.58699E-4	9.9	411	1.807414E+11	27.119	1.7112
85.539	2228.293	0.187	0.000	922.3	0.5658	2.52457E-4	9.7	401	1.807278E+11	27.300	1.9335
90.560	2228.203	0.131	0.000	918.6	0.5700	2.50616E-4	10.7	421	1.807131E+11	27.421	2.3045
95.600	2228.091	0.158	0.000	926.9	0.5693	2.50924E-4	10.3	426	1.806950E+11	27.363	2.4193
100.640	2228.018	0.125	0.000	933.1	0.5609	2.54719E-4	10.1	401	1.806832E+11	27.413	2.6045
105.680	2227.902	0.134	0.000	908.1	0.5676	2.51697E-4	9.2	422	1.806644E+11	27.680	2.8018
110.700	2227.797	0.137	0.000	898.7	0.5732	2.49290E-4	9.7	428	1.806474E+11	27.844	2.9047
115.720	2227.691	0.172	0.000	887.8	0.5755	2.48306E-4	9.8	421	1.806302E+11	27.996	3.0419
120.760	2227.576	0.157	0.000	888.0	0.5712	2.50173E-4	10.3	421	1.806115E+11	28.229	2.9076
125.781	2227.413	0.118	0.000	903.1	0.5710	2.50287E-4	9.6	426	1.805851E+11	28.420	2.7920
130.800	2227.376	0.149	0.000	940.0	0.5600	2.55183E-4	9.7	401	1.805790E+11	28.599	2.6671
135.820	2227.193	0.177	0.000	879.3	0.5792	2.46734E-4	9.7	416	1.805494E+11	28.739	2.6115
140.840	2227.080	0.100	0.000	948.1	0.5593	2.55542E-4	10.5	401	1.805311E+11	28.968	2.5508
145.860	2227.018	0.098	0.000	958.3	0.5574	2.56424E-4	9.6	405	1.805210E+11	29.128	2.5252
150.880	2226.943	0.147	0.000	914.0	0.5705	2.50532E-4	10.2	419	1.805088E+11	29.283	2.4406
155.920	2226.831	0.201	0.000	878.4	0.5677	2.51808E-4	10.2	419	1.804907E+11	29.521	2.4278
160.961	2226.672	0.131	0.000	895.6	0.5761	2.48159E-4	10.0	435	1.804649E+11	29.640	2.3689
166.000	2226.522	0.124	0.000	935.1	0.5586	2.55947E-4	10.6	414	1.804405E+11	29.742	2.2935
171.040	2226.425	0.142	0.000	946.8	0.5571	2.56615E-4	9.6	401	1.804250E+11	29.998	2.3555
176.060	2226.348	0.133	0.000	935.8	0.5597	2.55430E-4	9.9	401	1.804123E+11	29.852	2.2179
181.100	2226.228	0.154	0.000	914.5	0.5658	2.52703E-4	10.2	422	1.803929E+11	30.001	2.2681
186.121	2226.097	0.128	0.000	938.0	0.5659	2.52689E-4	9.8	422	1.803717E+11	30.190	2.2061
191.141	2226.031	0.174	0.000	936.0	0.5604	2.55152E-4	11.0	435	1.803610E+11	30.404	2.1753
196.181	2225.940	0.100	0.000	876.1	0.5737	2.49262E-4	10.2	422	1.803463E+11	30.625	2.2189
201.220	2225.807	0.138	0.000	897.7	0.5777	2.47563E-4	9.7	435	1.803248E+11	30.866	2.2586
206.240	2225.633	0.112	0.000	883.5	0.5747	2.48839E-4	9.9	432	1.802966E+11	31.071	2.3445
211.280	2225.539	0.120	0.000	905.8	0.5648	2.53228E-4	9.8	421	1.802814E+11	31.159	2.2839
216.319	2225.449	0.133	0.000	896.4	0.5692	2.51264E-4	10.2	425	1.802667E+11	31.369	2.2975
221.340	2225.358	0.160	0.000	877.7	0.5743	2.49048E-4	9.1	425	1.802520E+11	31.530	2.3009
226.380	2225.185	0.178	0.000	867.1	0.5777	2.47596E-4	10.2	428	1.802240E+11	31.711	2.2719
231.420	2225.053	0.152	0.000	918.7	0.5622	2.54475E-4	9.8	435	1.802026E+11	31.907	2.3150
236.460	2224.921	0.150	0.000	907.2	0.5673	2.52177E-4	10.3	422	1.801811E+11	32.093	2.3148
241.500	2224.786	0.129	0.000	931.2	0.5576	2.56589E-4	10.1	405	1.801593E+11	32.232	2.3234
246.540	2224.676	0.141	0.000	909.5	0.5589	2.55998E-4	10.3	398	1.801416E+11	32.487	2.3346
251.580	2224.566	0.115	0.000	918.1	0.5627	2.54304E-4	10.0	432	1.801237E+11	32.662	2.3262
256.600	2224.442	0.169	0.000	894.7	0.5645	2.53507E-4	10.3	421	1.801036E+11	32.738	2.1344
261.620	2224.342	0.139	0.000	912.0	0.5559	2.57422E-4	9.8	407	1.800874E+11	32.961	2.1729
266.640	2224.250	0.183	0.000	898.7	0.5650	2.53280E-4	9.7	429	1.800726E+11	33.245	2.2269
271.681	2224.132	0.134	0.000	867.1	0.5785	2.47392E-4	10.3	422	1.800535E+11	33.406	2.2768
276.700	2223.993	0.103	0.000	873.3	0.5713	2.50510E-4	10.2	426	1.800309E+11	33.649	2.2423
281.720	2223.855	0.177	0.000	892.5	0.5675	2.52221E-4	9.8	429	1.800085E+11	33.851	2.2940
286.740	2223.722	0.144	0.000	913.7	0.5607	2.55274E-4	10.4	411	1.799870E+11	34.052	2.3736
291.760	2223.558	0.156	0.000	911.7	0.5537	2.58526E-4	9.4	401	1.799605E+11	34.282	2.3716
296.800	2223.472	0.162	0.000	954.8	0.5480	2.61221E-4	9.7	411	1.799466E+11	34.527	2.4424
301.820	2223.399	0.134	0.000	925.1	0.5609	2.55253E-4	10.6	432	1.799347E+11	34.614	2.4013
306.861	2223.244	0.189	0.000	864.6	0.5667	2.52643E-4	9.4	429	1.799096E+11	34.912	2.4291
311.900	2223.105	0.125	0.000	870.0	0.5641	2.53845E-4	9.7	401	1.798872E+11	35.083	2.4618
316.920	2223.023	0.162	0.000	885.6	0.5559	2.57564E-4	9.8	401	1.798739E+11	35.303	2.3969
321.960	2222.911	0.192	0.000	851.0	0.5667	2.52678E-4	9.6	397	1.798557E+11	35.473	2.4221
326.980	2222.779	0.147	0.000	854.1	0.5696	2.51422E-4	9.4	422	1.798345E+11	35.634	2.4380
332.000	2222.577	0.136	0.000	859.6	0.5651	2.53424E-4	9.2	400	1.798018E+11	35.839	2.4469
337.040	2222.499	0.120	0.000	925.5	0.5446	2.63009E-4	10.1	404	1.797891E+11	36.039	2.4731
342.080	2222.356	0.180	0.000	909.7	0.5516	2.59664E-4	10.1	411	1.797660E+11	36.282	2.4385
347.100	2222.230	0.157	0.000	915.4	0.5476	2.61556E-4	10.5	401	1.797456E+11	36.405	2.4221
352.140	2222.112	0.160	0.000	930.2	0.5441	2.63268E-4	9.7	407	1.797264E+11	36.587	2.3854
357.180	2222.086	0.144	0.000	935.9	0.5445	2.63067E-4	10.4	411	1.797223E+11	36.759	2.3703
362.201	2221.922	0.131	0.000	832.2	0.5653	2.53400E-4	9.2	405	1.796958E+11	37.043	2.3883
367.221	2221.835	0.188	0.000	868.7	0.5512	2.59915E-4	10.1	404	1.796817E+11	37.199	2.3765
372.240	2221.741	0.138	0.000	842.6	0.5583	2.56627E-4	9.8	400	1.796666E+11	37.340	2.3451
377.280	2221.616	0.148	0.000	841.7	0.5633	2.54375E-4	9.9	432	1.796463E+11	37.620	2.3138
382.300	2221.434	0.127	0.000	842.6	0.5557	2.57878E-4	9.5	401	1.796169E+11	37.877	2.2861
387.320	2221.311	0.166	0.000	896.6	0.5440	2.63438E-4	9.6	407	1.795969E+11	37.957	2.3152
392.360	2221.167	0.156	0.000	920.2	0.5418	2.64525E-4	10.1	414	1.795737E+11	38.277	2.3602
397.380	2221.045	0.118	0.000	944.5	0.5291	2.70870E-4	9.6	392	1.795540E+11	38.500	2.3542
402.420	2220.963	0.108	0.000	922.6	0.5277	2.71614E-4	9.1	377	1.795407E+11	38.715	2.2964
407.440	2220.827	0.159	0.000	902.2	0.5420	2.64454E-4	9.3	401	1.795188E+11	38.814	2.2640
412.460	2220.771	0.140	0.000	927.9	0.5315	2.69691E-4	10.2	385	1.795097E+11	38.811	2.1548
417.480	2220.687	0.109	0.000	872.7	0.5430	2.63979E-4	9.7	377	1.794961E+11	38.941	2.1233
422.500	2220.556	0.187	0.000	865.3	0.5439	2.63568E-4	9.6	404	1.794749E+11	39.223	2.1226
427.540	2220.427	0.115	0.000	880.2	0.5374	2.66743E-4	9.8	401	1.794541E+11	39.416	2.0024
432.560	2220.294	0.141	0.000	894.6	0.5338	2.68587E-4	9.9	404	1.794326E+11	39.546	1.9781
437.600	2220.196	0.114	0.000	906.7	0.5286	2.71248E-4	9.6	380	1.794168E+11	39.926	2.0279
442.641	2220.086	0.140	0.000	901.7	0.5303	2.70386E-4	9.4	376	1.793990E+11	39.884	1.9652
447.680	2219.948	0.188	0.000	906.3	0.5299	2.70614E-4	9.4	380	1.793767E+11	39.950	1.9752
452.700	2219.822	0.151	0.000	927.9	0.5242	2.73559E-4	9.4	380	1.793563E+11	40.241	1.9681
457.720	2219.743	0.090	0.000	956.4	0.5195	2.76051E-4	9.7	392	1.793435E+11	40.353	1.9014
462.741	2219.615	0.131	0.000	886.4	0.5240	2.73689E-4	9.5	377	1.793229E+11	40.414	1.9067
467.780	2219.512	0.135	0.000	917.2	0.5185	2.76595E-4	9.3	388	1.793061E+11	40.747	2.0659
472.800	2219.434	0.202	0.000	918.3	0.5167	2.77570E-4	9.8	391	1.792936E+11	40.930	2.0626
477.820	2219.361	0.166	0.000	881.2	0.5276	2.71862E-4	9.3	380	1.792817E+11	41.004	1.9419
482.860	2219.189	0.155	0.000	845.5	0.5304	2.70408E-4	8.9	373	1.792541E+11	41.116	1.8496
487.900	2219.059	0.114	0.000	924.7	0.5150	2.78530E-4	10.1	392	1.792330E+11	41.246	1.8224
492.920	2218.998	0.147	0.000	919.7	0.5107	2.80889E-4	9.9	380	1.792232E+11	41.366	1.8665
497.960	2218.850	0.115	0.000	889.3	0.5191	2.76364E-4	9.1	382	1.791993E+11	41.473	1.8852
503.000	2218.784	0.156	0.000	915.8	0.5124	2.79964E-4	9.4	380	1.791885E+11	41.560	1.7758
508.040	2218.707	0.102	0.000	885.5	0.5121	2.80148E-4	10.0	377	1.791762E+11	41.780	1.7532
513.080	2218.589	0.168	0.000	877.3	0.5179	2.77040E-4	9.2	385	1.791571E+11	41.865	1.7719
518.100	2218.446	0.117	0.000	884.7	0.5155	2.78339E-4	9.0	385	1.791340E+11	42.142	1.9582
523.120	2218.302	0.108	0.000	904.7	0.5060	2.83571E-4	9.7	357	1.791108E+11	42.296	1.9404
528.160	2218.214	0.099	0.000	914.4	0.4985	2.87852E-4	9.6	363	1.790966E+11	42.560	1.9710
533.180	2218.135	0.175	0.000	889.0	0.5054	2.83942E-4	10.5	377	1.790838E+11	42.759	1.9846
538.220	2218.043	0.165	0.000	880.3	0.5072	2.82929E-4	9.8	382	1.790690E+11	42.983	1.9968
543.260	2217.907	0.150	0.000	878.6	0.5013	2.86319E-4	8.9	362	1.790470E+11	43.127	2.1107
548.280	2217.813	0.106	0.000	911.6	0.4930	2.91140E-4	9.7	366	1.790319E+11	43.384	2.1279
553.320	2217.697	0.112	0.000	908.9	0.4928	2.91251E-4	9.5	366	1.790131E+11	43.533	2.1638
558.341	2217.597	0.221	0.000	907.3	0.4904	2.92681E-4	9.4	357	1.789970E+11	43.610	2.0572
563.380	2217.574	0.121	0.000	908.0	0.4878	2.94267E-4	9.6	357	1.789933E+11	43.721	2.0103
568.400	2217.413	0.155	0.000	858.9	0.4978	2.88370E-4	10.0	357	1.789671E+11	43.957	2.0386
573.441	2217.429	0.154	0.000	904.3	0.4875	2.94431E-4	9.4	357	1.789698E+11	44.014	2.0069
578.460	2217.233	0.190	0.000	837.9	0.5023	2.85805E-4	9.3	363	1.789381E+11	44.171	1.9624
583.500	2217.213	0.169	0.000	907.1	0.4813	2.98281E-4	9.2	342	1.789349E+11	44.426	2.0413
588.521	2217.117	0.181	0.000	851.5	0.4968	2.88980E-4	9.5	362	1.789195E+11	44.645	2.0894
593.540	2217.046	0.165	0.000	864.4	0.4896	2.93241E-4	9.8	368	1.789079E+11	44.841	2.2039
598.580	2216.961	0.156	0.000	840.7	0.4964	2.89240E-4	9.3	366	1.788942E+11	44.924	2.1788
603.600	2216.801	0.170	0.000	834.7	0.4935	2.90980E-4	9.7	365	1.788684E+11	45.073	2.1427
608.640	2216.732	0.198	0.000	882.5	0.4761	3.01616E-4	9.1	344	1.788572E+11	45.254	2.1599
613.660	2216.677	0.167	0.000	853.9	0.4878	2.94391E-4	9.8	363	1.788485E+11	45.513	2.2274
618.680	2216.482	0.149	0.000	833.3	0.4902	2.92962E-4	9.5	367	1.788170E+11	45.775	2.2904
623.720	2216.443	0.173	0.000	885.2	0.4772	3.00958E-4	9.5	361	1.788107E+11	45.962	2.2941
628.760	2216.348	0.129	0.000	845.0	0.4784	3.00196E-4	9.3	367	1.787953E+11	46.173	2.2854
633.780	2216.130	0.229	0.000	834.5	0.4827	2.97556E-4	9.3	368	1.787602E+11	46.335	2.2828
638.800	2216.113	0.128	0.000	881.1	0.4660	3.08205E-4	9.2	333	1.787574E+11	46.571	2.3306
643.820	2215.957	0.148	0.000	850.2	0.4685	3.06604E-4	9.6	343	1.787323E+11	46.708	2.2590
648.840	2215.909	0.134	0.000	892.5	0.4598	3.12428E-4	8.9	344	1.787245E+11	46.948	2.2563
653.880	2215.776	0.117	0.000	862.9	0.4621	3.10874E-4	8.9	344	1.787031E+11	47.090	2.2640
658.921	2215.713	0.152	0.000	884.6	0.4568	3.14525E-4	8.6	342	1.786929E+11	47.247	2.2127
663.960	2215.633	0.149	0.000	857.2	0.4605	3.11986E-4	9.6	337	1.786800E+11	47.398	2.1748
668.980	2215.577	0.194	0.000	857.5	0.4615	3.11332E-4	9.3	338	1.786709E+11	47.686	2.2112
674.020	2215.439	0.142	0.000	850.9	0.4592	3.12899E-4	9.7	348	1.786487E+11	47.832	2.2299
679.041	2215.412	0.173	0.000	873.7	0.4552	3.15623E-4	9.1	344	1.786444E+11	48.028	2.2653
684.080	2215.259	0.189	0.000	832.7	0.4587	3.13276E-4	8.7	342	1.786197E+11	48.173	2.3130
689.120	2215.228	0.104	0.000	856.7	0.4523	3.17703E-4	9.0	313	1.786148E+11	48.516	2.2382
694.140	2215.112	0.152	0.000	838.2	0.4590	3.13073E-4	9.3	344	1.785960E+11	48.700	2.1637
699.160	2215.072	0.170	0.000	842.5	0.4518	3.18096E-4	8.8	337	1.785896E+11	48.817	2.0292
704.181	2214.997	0.155	0.000	823.6	0.4564	3.14896E-4	8.4	338	1.785775E+11	48.981	2.0154
709.200	2214.877	0.179	0.000	814.0	0.4527	3.17454E-4	8.3	338	1.785580E+11	49.072	1.9894
714.240	2214.720	0.141	0.000	826.7	0.4470	3.21524E-4	8.7	313	1.785328E+11	49.137	1.9054
719.280	2214.702	0.151	0.000	860.7	0.4389	3.27483E-4	9.5	311	1.785299E+11	49.391	1.9283
724.300	2214.672	0.116	0.000	821.6	0.4426	3.24752E-4	8.3	311	1.785250E+11	49.506	1.8417
729.340	2214.489	0.160	0.000	795.8	0.4479	3.20913E-4	9.0	315	1.784956E+11	49.564	1.8346
734.380	2214.364	0.167	0.000	865.1	0.4319	3.32797E-4	9.9	321	1.784755E+11	49.710	1.8391
739.401	2214.307	0.147	0.000	880.7	0.4281	3.35812E-4	8.7	320	1.784662E+11	49.762	1.7734
744.420	2214.337	0.126	0.000	863.0	0.4286	3.35389E-4	9.4	318	1.784711E+11	49.841	1.7629
749.460	2214.229	0.187	0.000	814.4	0.4349	3.30516E-4	9.0	326	1.784537E+11	50.066	1.7956
754.500	2214.052	0.162	0.000	821.0	0.4332	3.31905E-4	9.6	325	1.784251E+11	50.337	1.8416
759.541	2214.068	0.172	0.000	851.7	0.4257	3.37715E-4	9.2	315	1.784276E+11	50.511	1.8077
764.580	2213.988	0.099	0.000	812.3	0.4304	3.34038E-4	8.6	321	1.784147E+11	50.574	1.7396
769.600	2213.931	0.219	0.000	800.1	0.4295	3.34791E-4	9.0	316	1.784056E+11	50.707	1.7531
774.620	2213.781	0.140	0.000	808.3	0.4310	3.33610E-4	9.3	326	1.783815E+11	50.890	1.7400
779.640	2213.653	0.121	0.000	821.3	0.4232	3.39787E-4	9.0	318	1.783608E+11	51.068	1.8104
784.660	2213.652	0.141	0.000	850.1	0.4127	3.48402E-4	9.3	297	1.783606E+11	51.156	1.8214
789.701	2213.629	0.153	0.000	794.7	0.4206	3.41867E-4	9.2	291	1.783570E+11	51.301	1.8171
794.720	2213.520	0.094	0.000	757.4	0.4306	3.33962E-4	8.8	311	1.783393E+11	51.558	1.9085
799.740	2213.378	0.170	0.000	776.5	0.4169	3.44993E-4	8.7	291	1.783165E+11	51.670	1.8927
804.780	2213.374	0.148	0.000	808.3	0.4135	3.47761E-4	9.2	293	1.783159E+11	51.874	1.9851
809.800	2213.356	0.234	0.000	779.5	0.4191	3.43153E-4	8.5	300	1.783129E+11	52.093	2.0385
814.820	2213.194	0.124	0.000	740.0	0.4236	3.39493E-4	9.3	319	1.782869E+11	52.311	2.0261
819.840	2213.063	0.138	0.000	779.3	0.4142	3.47269E-4	8.9	295	1.782658E+11	52.444	1.9513
824.881	2213.003	0.163	0.000	798.9	0.4094	3.51331E-4	8.8	293	1.782560E+11	52.677	1.9618
829.920	2212.951	0.172	0.000	798.7	0.4034	3.56610E-4	8.2	299	1.782478E+11	52.875	2.0249
834.960	2212.897	0.199	0.000	769.8	0.4051	3.55093E-4	9.0	291	1.782390E+11	53.054	2.1165
840.000	2212.708	0.202	0.000	762.4	0.4061	3.54204E-4	9.4	295	1.782086E+11	53.322	2.1302
845.040	2212.625	0.144	0.000	813.3	0.3955	3.63772E-4	8.9	294	1.781952E+11	53.381	2.0431
850.060	2212.604	0.112	0.000	815.2	0.3940	3.65100E-4	8.1	295	1.781919E+11	53.587	2.0306
855.100	2212.508	0.143	0.000	799.8	0.3942	3.64962E-4	8.8	303	1.781764E+11	53.775	2.0481
860.120	2212.446	0.163	0.000	789.9	0.3942	3.64946E-4	8.9	294	1.781663E+11	53.969	2.1256
865.140	2212.393	0.133	0.000	786.3	0.3903	3.68661E-4	9.0	273	1.781578E+11	54.165	2.1906
870.179	2212.245	0.142	0.000	764.4	0.3866	3.72216E-4	8.6	267	1.781339E+11	54.340	2.2125
875.220	2212.225	0.199	0.000	804.9	0.3832	3.75457E-4	8.4	273	1.781307E+11	54.555	2.1371
880.240	2212.196	0.164	0.000	782.5	0.3867	3.72049E-4	9.0	276	1.781261E+11	54.727	2.1630
885.261	2212.113	0.172	0.000	766.6	0.3840	3.74731E-4	8.7	279	1.781127E+11	55.025	2.1925
890.300	2212.015	0.097	0.000	762.6	0.3821	3.76630E-4	8.8	276	1.780969E+11	55.215	2.1990
895.320	2211.939	0.131	0.000	761.7	0.3820	3.76704E-4	8.3	271	1.780847E+11	55.367	2.2086
900.360	2211.861	0.167	0.000	778.1	0.3788	3.79883E-4	8.9	279	1.780721E+11	55.673	2.2073
905.380	2211.755	0.159	0.000	755.6	0.3785	3.80195E-4	8.9	269	1.780551E+11	55.842	2.2376
910.420	2211.634	0.069	0.000	786.1	0.3733	3.85597E-4	8.8	278	1.780357E+11	56.140	2.1757
915.460	2211.690	0.261	0.000	794.2	0.3720	3.86914E-4	8.8	275	1.780446E+11	56.329	2.2036
920.480	2211.635	0.139	0.000	758.1	0.3744	3.84430E-4	9.1	281	1.780357E+11	56.319	2.0852
925.520	2211.384	0.192	0.000	727.2	0.3752	3.83600E-4	9.0	274	1.779953E+11	56.463	2.0388
930.540	2211.420	0.079	0.000	795.1	0.3599	3.99887E-4	8.7	250	1.780011E+11	56.583	1.9677
935.560	2211.297	0.116	0.000	749.7	0.3685	3.90627E-4	9.1	273	1.779813E+11	56.639	1.8265
940.580	2211.286	0.177	0.000	769.7	0.3631	3.96415E-4	8.8	252	1.779796E+11	56.679	1.8521
945.600	2211.204	0.242	0.000	741.6	0.3624	3.97175E-4	8.9	273	1.779664E+11	56.791	1.8524
950.620	2211.087	0.152	0.000	741.6	0.3602	3.99666E-4	8.7	252	1.779476E+11	56.871	1.8948
955.640	2210.985	0.221	0.000	755.8	0.3568	4.03516E-4	8.6	251	1.779311E+11	57.008	1.8388
960.680	2210.992	0.220	0.000	759.9	0.3520	4.09048E-4	8.2	252	1.779323E+11	57.322	1.8405
965.700	2210.887	0.179	0.000	713.5	0.3552	4.05343E-4	8.1	248	1.779153E+11	57.422	1.7774
970.740	2210.852	0.135	0.000	740.0	0.3515	4.09560E-4	9.1	256	1.779097E+11	57.480	1.7532
975.760	2210.753	0.175	0.000	731.6	0.3517	4.09375E-4	9.4	261	1.778938E+11	57.687	1.7717
980.780	2210.696	0.233	0.000	724.4	0.3522	4.08838E-4	8.3	253	1.778845E+11	57.860	1.8106
985.800	2210.627	0.127	0.000	727.7	0.3474	4.14521E-4	8.5	259	1.778735E+11	58.116	1.8323
990.839	2210.564	0.216	0.000	709.8	0.3441	4.18459E-4	9.0	251	1.778634E+11	58.276	1.7669
995.880	2210.431	0.112	0.000	704.7	0.3463	4.15778E-4	8.8	253	1.778419E+11	58.431	1.7650
1000.920	2210.456	0.159	0.000	729.1	0.3443	4.18225E-4	8.4	255	1.778459E+11	58.614	1.7501
1005.961	2210.312	0.171	0.000	690.8	0.3431	4.19758E-4	9.1	254	1.778228E+11	58.747	1.7521
1010.980	2210.278	0.130	0.000	719.6	0.3393	4.24425E-4	9.4	255	1.778173E+11	58.896	1.7676
1016.000	2210.171	0.201	0.000	692.7	0.3418	4.21316E-4	9.0	251	1.778001E+11	58.953	1.7123
1021.040	2210.164	0.227	0.000	709.2	0.3339	4.31369E-4	8.9	230	1.777990E+11	59.205	1.7838
1026.080	2210.034	0.196	0.000	715.1	0.3382	4.25893E-4	8.7	262	1.777781E+11	59.402	1.8576
1031.101	2209.864	0.192	0.000	704.4	0.3338	4.31548E-4	8.4	230	1.777507E+11	59.604	1.8779
1036.141	2209.847	0.143	0.000	733.8	0.3272	4.40179E-4	8.5	230	1.777480E+11	59.794	1.9028
1041.160	2209.852	0.163	0.000	716.1	0.3292	4.37519E-4	8.9	230	1.777488E+11	60.051	1.9733
1046.200	2209.728	0.174	0.000	691.8	0.3263	4.41457E-4	7.5	233	1.777289E+11	60.234	2.0552
1051.240	2209.732	0.210	0.000	703.6	0.3232	4.45739E-4	8.8	229	1.777294E+11	60.275	1.9618
1056.260	2209.690	0.233	0.000	677.7	0.3257	4.42319E-4	8.6	229	1.777227E+11	60.579	2.0209
1061.300	2209.643	0.177	0.000	693.3	0.3239	4.44753E-4	9.1	237	1.777152E+11	60.757	2.0485
1066.320	2209.492	0.200	0.000	660.2	0.3183	4.52589E-4	8.4	227	1.776909E+11	60.961	2.0548
1071.360	2209.418	0.216	0.000	684.4	0.3195	4.50979E-4	8.8	227	1.776789E+11	61.083	2.0995
1076.381	2209.422	0.274	0.000	696.1	0.3125	4.61080E-4	8.9	234	1.776796E+11	61.254	2.1868
1081.401	2209.345	0.149	0.000	671.3	0.3199	4.50434E-4	9.3	237	1.776672E+11	61.472	2.2463
1086.440	2209.255	0.095	0.000	671.9	0.3158	4.56304E-4	8.4	234	1.776528E+11	61.631	2.2634
1091.460	2209.204	0.161	0.000	669.9	0.3135	4.59565E-4	8.3	230	1.776446E+11	61.841	2.2951
1096.500	2209.226	0.183	0.000	649.1	0.3175	4.53852E-4	9.1	226	1.776482E+11	62.069	2.3238
1101.520	2209.041	0.219	0.000	621.3	0.3154	4.56909E-4	8.5	227	1.776183E+11	62.215	2.3193
1106.540	2208.949	0.156	0.000	654.1	0.3105	4.64098E-4	9.7	222	1.776036E+11	62.338	2.3215
1111.580	2208.817	0.117	0.000	678.1	0.3067	4.69852E-4	8.4	236	1.775824E+11	62.602	2.2694
1116.600	2208.727	0.162	0.000	675.8	0.3035	4.74841E-4	8.8	206	1.775678E+11	62.739	2.2469
1121.620	2208.692	0.149	0.000	691.1	0.3022	4.76965E-4	8.6	212	1.775623E+11	63.108	2.2375
1126.640	2208.672	0.129	0.000	690.5	0.3032	4.75399E-4	9.0	237	1.775590E+11	63.311	2.2374
1131.681	2208.732	0.158	0.000	651.9	0.3029	4.75755E-4	8.3	206	1.775686E+11	63.558	2.1938
1136.700	2208.690	0.278	0.000	626.1	0.3035	4.74822E-4	7.8	234	1.775620E+11	63.614	2.1651
1141.740	2208.520	0.210	0.000	612.7	0.3049	4.72744E-4	8.8	234	1.775346E+11	63.618	2.0014
1146.761	2208.463	0.256	0.000	659.7	0.3036	4.74757E-4	8.2	237	1.775255E+11	63.754	1.9476
1151.780	2208.359	0.175	0.000	646.9	0.2982	4.83388E-4	9.0	215	1.775086E+11	63.681	1.8258
1156.821	2208.381	0.166	0.000	644.5	0.2934	4.91312E-4	8.6	211	1.775122E+11	63.816	1.8984
1161.841	2208.220	0.155	0.000	614.4	0.2974	4.84692E-4	8.3	209	1.774864E+11	64.034	1.9681
1166.880	2208.152	0.240	0.000	652.4	0.2891	4.98554E-4	8.8	215	1.774754E+11	64.197	1.9010
1171.920	2208.166	0.219	0.000	626.4	0.2947	4.89168E-4	8.8	205	1.774777E+11	64.305	1.8212
1176.960	2208.015	0.190	0.000	611.1	0.2912	4.95071E-4	8.3	209	1.774534E+11	64.492	1.7083
1182.000	2208.119	0.194	0.000	640.0	0.2893	4.98265E-4	8.2	212	1.774700E+11	64.559	1.6812
1187.040	2207.852	0.263	0.000	573.1	0.2922	4.93414E-4	8.9	202	1.774273E+11	64.630	1.6193
1192.080	2207.716	0.208	0.000	630.9	0.2850	5.05816E-4	8.3	206	1.774053E+11	64.775	1.6469
1197.120	2207.731	0.281	0.000	644.0	0.2842	5.07253E-4	8.4	209	1.774078E+11	64.970	1.6510
1202.161	2207.844	0.212	0.000	635.8	0.2814	5.12358E-4	8.5	211	1.774260E+11	65.100	1.7311
