2024-03-14 09:29:32
ple_type	Xylophone
sple_name	Acier Doux T
rho[g/cm3]	7.511
length[mm]	58.84
thickness[mm]	1.53
width[mm]	4.09
comments:

DDC CFreq[Hz]	9959000
Gap	15.00u
sens Hz/µm	0.00
measurements
time[s]	Fres[Hz]	Fres_std[Hz]	MotPos[mm]	fit_Ao	fit_tau	fit_Q_1	fit_sigma	fit_Nsples	E[Pa]	T[°C]	dT/dt[K/s]
4365.501	2171.381	0.133	0.000	903.8	0.4222	3.47191E-4	9.2	303	1.716138E+11	171.554	2.1024
4370.520	2171.338	0.181	0.000	869.1	0.4295	3.41346E-4	10.9	298	1.716071E+11	171.931	2.1712
4375.541	2171.263	0.157	0.000	878.9	0.4293	3.41519E-4	10.0	307	1.715951E+11	172.274	2.2400
4380.580	2171.200	0.120	0.000	904.4	0.4260	3.44161E-4	9.4	309	1.715852E+11	172.427	2.0878
4385.620	2171.239	0.165	0.000	887.4	0.4257	3.44385E-4	9.5	304	1.715915E+11	172.436	2.0029
4390.660	2171.114	0.136	0.000	847.4	0.4334	3.38253E-4	9.3	309	1.715716E+11	172.482	2.0166
4395.680	2171.074	0.127	0.000	871.3	0.4298	3.41125E-4	10.1	304	1.715653E+11	172.406	1.9037
4400.720	2170.965	0.145	0.000	858.6	0.4280	3.42600E-4	8.5	281	1.715481E+11	172.319	1.8408
4405.740	2170.922	0.144	0.000	892.7	0.4244	3.45514E-4	9.9	303	1.715413E+11	172.385	1.8854
4410.761	2170.877	0.123	0.000	887.4	0.4252	3.44831E-4	9.3	304	1.715343E+11	172.523	1.9574
4415.799	2170.828	0.161	0.000	871.5	0.4305	3.40599E-4	9.2	300	1.715264E+11	172.737	1.8579
4420.840	2170.767	0.164	0.000	881.1	0.4301	3.40936E-4	9.4	307	1.715169E+11	173.121	1.8865
4425.860	2170.689	0.164	0.000	861.8	0.4308	3.40363E-4	8.8	296	1.715045E+11	173.477	1.8693
4430.900	2170.658	0.176	0.000	884.0	0.4285	3.42242E-4	9.8	300	1.714995E+11	173.635	1.9904
4435.920	2170.660	0.213	0.000	896.2	0.4327	3.38900E-4	9.3	309	1.714999E+11	173.912	2.1605
4440.960	2170.498	0.089	0.000	844.9	0.4367	3.35798E-4	8.8	307	1.714742E+11	174.220	2.2283
4446.001	2170.500	0.154	0.000	891.7	0.4266	3.43793E-4	9.4	300	1.714746E+11	174.742	2.1656
4451.020	2170.424	0.154	0.000	852.7	0.4341	3.37846E-4	9.6	299	1.714627E+11	174.728	2.0643
4456.060	2170.396	0.125	0.000	859.1	0.4323	3.39289E-4	9.7	297	1.714582E+11	174.484	1.9179
4466.280	2170.251	0.144	0.000	826.7	0.4438	3.30456E-4	9.5	330	1.714353E+11	174.591	1.9107
4471.320	2170.155	0.164	0.000	863.7	0.4369	3.35743E-4	9.2	303	1.714201E+11	174.602	2.0706
4476.360	2170.186	0.174	0.000	872.9	0.4325	3.39159E-4	9.2	297	1.714251E+11	174.698	2.0711
4481.380	2170.047	0.154	0.000	825.1	0.4425	3.31492E-4	9.1	300	1.714030E+11	175.008	2.0523
4486.420	2170.043	0.172	0.000	870.8	0.4304	3.40837E-4	9.6	298	1.714024E+11	175.380	1.9598
4491.460	2169.966	0.172	0.000	835.8	0.4370	3.35670E-4	9.6	296	1.713902E+11	175.602	1.8933
4496.500	2169.917	0.197	0.000	856.4	0.4396	3.33723E-4	9.0	302	1.713825E+11	175.867	2.0123
4501.540	2169.823	0.241	0.000	858.6	0.4363	3.36235E-4	9.8	303	1.713677E+11	176.225	1.9836
4506.560	2169.752	0.095	0.000	892.8	0.4321	3.39506E-4	9.8	309	1.713565E+11	176.860	2.0556
4511.599	2169.716	0.148	0.000	887.8	0.4328	3.38960E-4	9.3	304	1.713507E+11	176.748	2.0297
4516.640	2169.604	0.120	0.000	866.3	0.4329	3.38900E-4	8.6	299	1.713331E+11	176.754	2.0026
4521.661	2169.563	0.152	0.000	887.9	0.4310	3.40431E-4	9.8	297	1.713265E+11	176.521	1.9875
4526.700	2169.536	0.148	0.000	880.3	0.4342	3.37891E-4	9.1	299	1.713224E+11	176.447	2.0612
4531.741	2169.477	0.195	0.000	870.4	0.4358	3.36673E-4	9.7	303	1.713130E+11	176.526	1.9542
4536.760	2169.400	0.128	0.000	856.4	0.4403	3.33217E-4	8.8	297	1.713009E+11	176.805	2.0594
4541.780	2169.327	0.146	0.000	866.4	0.4352	3.37169E-4	9.3	297	1.712894E+11	176.917	2.0025
4546.820	2169.273	0.134	0.000	885.2	0.4325	3.39269E-4	9.5	303	1.712809E+11	177.295	1.9080
4551.840	2169.162	0.144	0.000	899.3	0.4322	3.39560E-4	9.8	309	1.712634E+11	177.620	1.9963
4556.880	2169.187	0.145	0.000	902.0	0.4302	3.41087E-4	9.1	299	1.712672E+11	177.829	1.9909
4561.920	2169.132	0.174	0.000	847.2	0.4394	3.34001E-4	9.6	297	1.712585E+11	178.077	2.1962
4566.960	2169.058	0.141	0.000	855.5	0.4365	3.36199E-4	10.2	302	1.712469E+11	178.438	2.2731
4572.000	2168.938	0.151	0.000	874.1	0.4351	3.37302E-4	9.6	306	1.712278E+11	178.890	2.2796
4577.041	2168.937	0.173	0.000	886.6	0.4341	3.38089E-4	8.9	296	1.712278E+11	179.070	2.1793
4582.080	2168.896	0.191	0.000	873.7	0.4362	3.36484E-4	9.4	307	1.712214E+11	179.025	2.0447
4587.100	2168.846	0.130	0.000	846.8	0.4457	3.29258E-4	9.9	320	1.712134E+11	178.649	1.9446
4592.140	2168.765	0.185	0.000	856.7	0.4411	3.32771E-4	9.8	306	1.712006E+11	178.620	1.8968
4597.180	2168.676	0.180	0.000	870.3	0.4387	3.34552E-4	9.0	305	1.711865E+11	178.671	1.9802
4602.200	2168.642	0.154	0.000	871.8	0.4361	3.36588E-4	9.2	298	1.711811E+11	178.830	1.8993
4607.241	2168.535	0.183	0.000	867.1	0.4385	3.34747E-4	9.3	306	1.711643E+11	179.135	1.9475
4612.260	2168.556	0.151	0.000	877.1	0.4378	3.35254E-4	9.6	299	1.711675E+11	179.469	2.0171
4617.300	2168.457	0.181	0.000	830.1	0.4443	3.30350E-4	9.1	300	1.711520E+11	179.758	1.9730
4622.320	2168.419	0.190	0.000	838.1	0.4245	3.45830E-4	10.0	303	1.711460E+11	180.047	2.0083
4627.360	2168.295	0.204	0.000	785.7	0.4470	3.28452E-4	9.3	295	1.711264E+11	180.234	1.9633
4632.400	2168.236	0.195	0.000	830.5	0.4400	3.33649E-4	9.1	300	1.711171E+11	180.390	2.0963
4637.440	2168.179	0.162	0.000	839.4	0.4431	3.31309E-4	9.8	326	1.711081E+11	180.612	2.2632
4642.480	2168.188	0.142	0.000	833.0	0.4396	3.33968E-4	9.1	300	1.711096E+11	181.161	2.2200
4647.520	2168.047	0.127	0.000	799.6	0.4502	3.26137E-4	9.4	323	1.710872E+11	181.547	2.0939
4652.560	2167.937	0.227	0.000	861.8	0.4387	3.34699E-4	9.7	309	1.710699E+11	181.771	1.9941
4657.600	2167.961	0.203	0.000	876.5	0.4325	3.39460E-4	9.7	304	1.710736E+11	181.336	1.8575
4662.620	2167.880	0.140	0.000	826.3	0.4475	3.28124E-4	9.6	323	1.710610E+11	181.085	1.7670
4667.660	2167.881	0.192	0.000	844.4	0.4377	3.35483E-4	9.6	303	1.710610E+11	181.027	1.7884
4672.680	2167.795	0.208	0.000	814.3	0.4471	3.28439E-4	8.9	306	1.710475E+11	181.100	1.8095
4677.700	2167.694	0.167	0.000	815.3	0.4443	3.30476E-4	9.3	299	1.710316E+11	181.428	1.9317
4682.720	2167.613	0.085	0.000	832.2	0.4398	3.33919E-4	9.6	297	1.710187E+11	181.868	2.0420
4687.740	2167.599	0.162	0.000	871.0	0.4332	3.38958E-4	10.1	309	1.710165E+11	182.219	2.0394
4692.780	2167.542	0.140	0.000	820.5	0.4435	3.31135E-4	8.7	300	1.710076E+11	182.346	2.0640
4697.800	2167.525	0.188	0.000	828.5	0.4426	3.31769E-4	9.5	306	1.710049E+11	182.597	1.9923
4702.820	2167.396	0.136	0.000	801.2	0.4530	3.24188E-4	9.4	326	1.709845E+11	182.792	2.0322
4707.860	2167.394	0.180	0.000	831.8	0.4473	3.28312E-4	9.5	322	1.709842E+11	183.082	2.2145
4712.900	2167.275	0.145	0.000	809.3	0.4478	3.27981E-4	9.4	306	1.709654E+11	183.471	2.2883
4717.940	2167.253	0.155	0.000	827.2	0.4423	3.32035E-4	9.6	298	1.709619E+11	183.869	2.1686
4722.980	2167.145	0.199	0.000	830.3	0.4430	3.31542E-4	9.4	309	1.709449E+11	183.700	1.9775
4728.020	2167.063	0.161	0.000	833.2	0.4362	3.36710E-4	9.3	296	1.709320E+11	183.298	1.9476
4733.040	2167.113	0.134	0.000	849.8	0.4372	3.35966E-4	8.3	299	1.709398E+11	183.318	1.9044
4738.061	2166.992	0.144	0.000	792.2	0.4520	3.24999E-4	9.4	302	1.709208E+11	183.473	2.0121
4743.080	2166.872	0.193	0.000	831.6	0.4407	3.33320E-4	10.3	302	1.709019E+11	183.730	1.9750
4748.100	2166.880	0.133	0.000	865.2	0.4357	3.37124E-4	8.7	304	1.709031E+11	184.031	1.8334
4753.140	2166.863	0.127	0.000	824.5	0.4407	3.33318E-4	8.8	300	1.709004E+11	184.377	1.8597
4758.160	2166.809	0.238	0.000	802.3	0.4473	3.28414E-4	9.5	300	1.708920E+11	184.514	1.8583
4763.180	2166.724	0.152	0.000	801.1	0.4462	3.29208E-4	9.9	298	1.708785E+11	184.682	2.0268
4768.220	2166.623	0.169	0.000	826.5	0.4442	3.30733E-4	9.5	304	1.708625E+11	184.989	2.1357
4773.260	2166.606	0.146	0.000	844.1	0.4397	3.34150E-4	9.6	302	1.708599E+11	185.659	2.3133
4778.280	2166.515	0.077	0.000	809.9	0.4492	3.27110E-4	8.8	298	1.708455E+11	185.782	2.2866
4783.320	2166.473	0.168	0.000	837.2	0.4428	3.31774E-4	9.4	303	1.708389E+11	185.429	2.0961
4788.360	2166.385	0.165	0.000	827.8	0.4484	3.27691E-4	9.6	323	1.708251E+11	185.741	2.0719
4793.400	2166.345	0.205	0.000	848.9	0.4400	3.33956E-4	9.1	306	1.708188E+11	185.450	1.9418
4798.440	2166.307	0.159	0.000	829.7	0.4433	3.31461E-4	9.0	300	1.708128E+11	185.483	1.9550
4803.460	2166.228	0.127	0.000	824.7	0.4449	3.30314E-4	9.5	304	1.708004E+11	185.674	2.0808
4808.500	2166.148	0.122	0.000	840.4	0.4481	3.27905E-4	9.6	327	1.707877E+11	185.907	1.9473
4813.540	2166.127	0.147	0.000	871.6	0.4354	3.37511E-4	9.5	303	1.707844E+11	186.313	1.8823
4818.560	2166.077	0.234	0.000	851.6	0.4468	3.28871E-4	9.8	305	1.707765E+11	186.553	1.8745
4823.600	2165.992	0.172	0.000	843.8	0.4419	3.32540E-4	9.3	302	1.707630E+11	186.775	1.9760
4828.640	2165.911	0.196	0.000	864.2	0.4392	3.34581E-4	9.2	304	1.707503E+11	187.262	2.1479
4833.680	2165.904	0.147	0.000	869.3	0.4373	3.36042E-4	9.3	300	1.707492E+11	187.707	2.0841
4838.720	2165.784	0.138	0.000	840.4	0.4474	3.28509E-4	9.7	323	1.707304E+11	187.642	2.0211
4843.761	2165.730	0.106	0.000	897.6	0.4357	3.37318E-4	9.4	309	1.707218E+11	187.479	1.9141
4848.800	2165.668	0.144	0.000	870.5	0.4376	3.35913E-4	8.7	300	1.707119E+11	187.352	1.9349
4853.820	2165.624	0.144	0.000	863.8	0.4397	3.34294E-4	9.0	297	1.707050E+11	187.308	1.9510
4858.860	2165.605	0.169	0.000	869.1	0.4420	3.32568E-4	9.4	326	1.707021E+11	187.418	1.9949
4863.900	2165.531	0.146	0.000	830.4	0.4469	3.28881E-4	9.1	318	1.706904E+11	187.648	2.0289
4868.920	2165.488	0.105	0.000	850.4	0.4409	3.33419E-4	9.6	300	1.706836E+11	187.835	1.9395
4873.960	2165.337	0.180	0.000	835.7	0.4432	3.31710E-4	9.2	299	1.706599E+11	188.101	1.9345
4878.980	2165.341	0.186	0.000	886.7	0.4336	3.39016E-4	9.9	300	1.706605E+11	188.492	1.9106
4884.020	2165.270	0.151	0.000	845.1	0.4453	3.30157E-4	8.9	299	1.706492E+11	188.747	1.9764
4889.040	2165.164	0.084	0.000	851.2	0.4413	3.33141E-4	8.5	297	1.706325E+11	189.012	2.1668
4894.060	2165.146	0.194	0.000	881.9	0.4347	3.38185E-4	9.9	299	1.706297E+11	189.315	2.1931
4899.100	2165.106	0.197	0.000	878.6	0.4368	3.36549E-4	9.7	309	1.706235E+11	189.882	2.1639
4904.120	2165.037	0.156	0.000	860.9	0.4387	3.35166E-4	9.8	307	1.706125E+11	189.720	2.0676
4909.160	2164.947	0.148	0.000	858.9	0.4406	3.33713E-4	9.0	303	1.705984E+11	189.733	1.9430
4914.180	2164.923	0.129	0.000	877.7	0.4365	3.36841E-4	9.1	302	1.705945E+11	189.665	1.8638
4919.220	2164.919	0.176	0.000	874.3	0.4380	3.35696E-4	10.3	309	1.705939E+11	189.514	1.8294
4924.260	2164.834	0.140	0.000	816.2	0.4457	3.29928E-4	9.8	297	1.705806E+11	189.578	1.7882
4929.300	2164.859	0.149	0.000	868.9	0.4464	3.29413E-4	8.6	333	1.705845E+11	189.769	1.8657
4934.320	2164.681	0.183	0.000	784.9	0.4542	3.23767E-4	9.6	322	1.705565E+11	190.173	1.9982
4939.360	2164.553	0.136	0.000	858.0	0.4433	3.31763E-4	9.3	304	1.705363E+11	190.579	2.0048
4944.380	2164.512	0.128	0.000	886.5	0.4371	3.36413E-4	8.9	302	1.705298E+11	190.772	1.9639
4949.401	2164.428	0.142	0.000	886.0	0.4345	3.38465E-4	9.2	307	1.705166E+11	190.983	2.0660
4954.440	2164.374	0.139	0.000	888.7	0.4329	3.39743E-4	9.3	300	1.705080E+11	191.264	2.1764
4959.460	2164.441	0.162	0.000	889.8	0.4365	3.36914E-4	9.6	305	1.705185E+11	191.545	2.2504
4964.501	2164.289	0.083	0.000	810.1	0.4537	3.24136E-4	9.5	323	1.704946E+11	192.029	2.3245
4969.540	2164.243	0.114	0.000	860.1	0.4387	3.35252E-4	9.6	300	1.704874E+11	192.042	2.1294
4974.580	2164.222	0.217	0.000	861.2	0.4435	3.31613E-4	10.0	306	1.704842E+11	191.911	2.0751
4979.620	2164.103	0.183	0.000	841.0	0.4438	3.31446E-4	10.0	307	1.704654E+11	191.750	1.8939
4984.641	2164.095	0.132	0.000	880.5	0.4379	3.35860E-4	9.2	308	1.704641E+11	191.664	1.8915
4989.660	2164.059	0.191	0.000	834.1	0.4443	3.31066E-4	9.3	300	1.704584E+11	191.893	2.0221
4994.680	2163.952	0.082	0.000	808.8	0.4486	3.27904E-4	9.5	294	1.704416E+11	192.254	1.9764
4999.700	2163.910	0.138	0.000	857.4	0.4421	3.32759E-4	9.2	305	1.704350E+11	192.665	2.0151
5004.721	2163.850	0.162	0.000	831.5	0.4445	3.30956E-4	9.7	297	1.704255E+11	192.698	1.9601
5009.740	2163.751	0.170	0.000	840.2	0.4442	3.31176E-4	9.6	299	1.704099E+11	193.009	1.8664
5014.760	2163.623	0.203	0.000	870.3	0.4432	3.31914E-4	9.3	303	1.703897E+11	193.233	1.9257
5019.780	2163.612	0.124	0.000	893.5	0.4324	3.40263E-4	10.4	296	1.703880E+11	193.417	1.9926
5024.820	2163.617	0.239	0.000	881.3	0.4364	3.37115E-4	8.6	300	1.703888E+11	193.818	2.0980
5029.840	2163.583	0.186	0.000	836.9	0.4434	3.31801E-4	9.3	317	1.703835E+11	194.370	2.1296
5034.880	2163.578	0.197	0.000	835.0	0.4453	3.30359E-4	9.3	300	1.703827E+11	194.475	1.9993
5039.920	2163.463	0.119	0.000	826.9	0.4490	3.27689E-4	10.1	333	1.703646E+11	194.258	1.8716
5044.960	2163.432	0.183	0.000	858.2	0.4460	3.29928E-4	9.6	333	1.703597E+11	193.945	1.8334
5049.980	2163.358	0.153	0.000	819.9	0.4480	3.28432E-4	9.7	302	1.703480E+11	193.826	1.9559
5055.000	2163.211	0.211	0.000	814.6	0.4498	3.27171E-4	9.4	298	1.703248E+11	194.061	2.1977
5060.040	2163.162	0.161	0.000	858.1	0.4362	3.37347E-4	9.5	296	1.703171E+11	194.342	2.3156
5065.080	2163.120	0.141	0.000	864.1	0.4387	3.35408E-4	8.9	304	1.703106E+11	194.483	2.0651
5070.100	2162.951	0.129	0.000	845.8	0.4470	3.29196E-4	9.9	304	1.702839E+11	194.926	2.0388
5075.120	2162.929	0.164	0.000	882.1	0.4351	3.38223E-4	8.8	294	1.702805E+11	195.240	1.9170
5080.141	2162.964	0.245	0.000	881.7	0.4362	3.37377E-4	9.0	305	1.702859E+11	195.482	2.0841
5085.181	2162.863	0.174	0.000	820.9	0.4473	3.29024E-4	9.2	302	1.702700E+11	195.726	2.2448
5090.220	2162.751	0.118	0.000	846.8	0.4411	3.33693E-4	10.0	302	1.702524E+11	196.131	2.1725
5095.240	2162.720	0.186	0.000	877.0	0.4352	3.38227E-4	9.3	302	1.702476E+11	196.527	2.2651
5100.260	2162.794	0.200	0.000	850.2	0.4409	3.33791E-4	9.3	296	1.702592E+11	196.484	2.0091
5105.300	2162.668	0.216	0.000	785.1	0.4599	3.20013E-4	9.5	323	1.702394E+11	196.589	1.9538
5110.320	2162.571	0.115	0.000	845.2	0.4446	3.31091E-4	9.7	332	1.702241E+11	196.362	1.6756
5115.340	2162.525	0.234	0.000	867.9	0.4399	3.34619E-4	10.0	309	1.702169E+11	196.163	1.7363
5120.360	2162.421	0.146	0.000	841.4	0.4414	3.33500E-4	8.8	300	1.702004E+11	196.132	1.7468
5125.400	2162.363	0.169	0.000	861.8	0.4403	3.34340E-4	9.4	299	1.701913E+11	196.567	1.9067
5130.421	2162.311	0.172	0.000	875.6	0.4379	3.36138E-4	10.1	326	1.701831E+11	196.929	1.9857
5135.440	2162.252	0.170	0.000	889.1	0.4393	3.35074E-4	9.0	309	1.701739E+11	197.233	1.8751
5140.460	2162.271	0.170	0.000	858.0	0.4399	3.34620E-4	10.1	300	1.701769E+11	197.359	1.8921
5145.480	2162.178	0.153	0.000	801.1	0.4475	3.28946E-4	8.8	298	1.701622E+11	197.601	1.8828
5150.519	2162.156	0.147	0.000	824.9	0.4482	3.28446E-4	10.2	325	1.701588E+11	198.097	2.1987
5155.560	2161.989	0.183	0.000	825.5	0.4427	3.32554E-4	10.3	309	1.701325E+11	198.680	2.1566
5160.600	2161.979	0.206	0.000	854.4	0.4356	3.37984E-4	9.7	298	1.701308E+11	198.564	2.1781
5165.620	2161.884	0.173	0.000	837.1	0.4428	3.32528E-4	9.5	305	1.701159E+11	198.405	2.0297
5170.640	2161.809	0.185	0.000	849.6	0.4373	3.36688E-4	9.7	300	1.701041E+11	198.257	1.9507
5175.660	2161.757	0.202	0.000	856.9	0.4406	3.34205E-4	10.2	302	1.700960E+11	198.121	1.9936
5180.700	2161.693	0.139	0.000	886.1	0.4365	3.37309E-4	9.6	309	1.700859E+11	198.283	2.0081
5185.740	2161.626	0.218	0.000	857.1	0.4411	3.33872E-4	9.2	303	1.700754E+11	198.445	1.8761
5190.760	2161.566	0.134	0.000	870.7	0.4401	3.34626E-4	9.2	308	1.700660E+11	198.816	1.8285
5195.780	2161.509	0.166	0.000	855.1	0.4378	3.36383E-4	9.3	299	1.700569E+11	199.191	1.8786
5200.820	2161.480	0.159	0.000	872.4	0.4352	3.38366E-4	9.1	308	1.700524E+11	199.404	2.0285
5205.841	2161.475	0.119	0.000	855.4	0.4381	3.36107E-4	9.5	309	1.700517E+11	199.625	2.1597
5210.860	2161.386	0.168	0.000	808.1	0.4482	3.28592E-4	9.9	323	1.700376E+11	200.053	2.2719
5215.880	2161.267	0.161	0.000	812.2	0.4484	3.28444E-4	10.0	318	1.700188E+11	200.463	2.3504
5220.900	2161.194	0.237	0.000	852.8	0.4393	3.35240E-4	9.3	302	1.700073E+11	200.739	2.2883
5225.940	2161.184	0.166	0.000	862.6	0.4355	3.38212E-4	9.5	303	1.700059E+11	200.350	2.0994
5230.980	2161.148	0.172	0.000	832.1	0.4394	3.35171E-4	9.8	300	1.700001E+11	200.266	1.8985
5236.020	2161.023	0.197	0.000	831.2	0.4445	3.31356E-4	10.0	327	1.699805E+11	200.113	1.6596
5241.040	2160.956	0.172	0.000	870.2	0.4319	3.41019E-4	9.6	305	1.699699E+11	200.136	1.8010
5246.060	2160.886	0.134	0.000	879.8	0.4328	3.40345E-4	9.4	309	1.699589E+11	200.405	1.9097
5251.100	2160.861	0.220	0.000	873.6	0.4313	3.41544E-4	10.3	304	1.699551E+11	200.674	1.9544
5256.140	2160.771	0.126	0.000	842.0	0.4401	3.34693E-4	8.9	300	1.699409E+11	201.021	1.9754
5261.160	2160.768	0.180	0.000	872.4	0.4334	3.39932E-4	9.4	307	1.699404E+11	201.159	1.8081
5266.200	2160.702	0.123	0.000	821.7	0.4417	3.33512E-4	9.8	299	1.699300E+11	201.559	1.8726
5271.240	2160.633	0.251	0.000	830.7	0.4393	3.35338E-4	9.7	302	1.699192E+11	201.748	2.0401
5276.260	2160.529	0.114	0.000	836.3	0.4404	3.34521E-4	10.0	303	1.699028E+11	201.994	2.1341
5281.300	2160.462	0.173	0.000	855.8	0.4345	3.39055E-4	8.6	300	1.698922E+11	202.316	2.2837
5286.320	2160.387	0.228	0.000	869.9	0.4329	3.40393E-4	9.2	307	1.698805E+11	202.828	2.2776
5291.340	2160.393	0.148	0.000	865.2	0.4323	3.40810E-4	10.2	302	1.698815E+11	202.837	2.1190
5296.361	2160.362	0.193	0.000	833.2	0.4380	3.36405E-4	10.2	305	1.698765E+11	202.456	2.0063
5301.380	2160.281	0.165	0.000	804.8	0.4453	3.30917E-4	8.8	300	1.698638E+11	202.338	1.9534
5306.400	2160.149	0.152	0.000	839.9	0.4407	3.34356E-4	9.6	309	1.698430E+11	202.459	2.0705
5311.440	2160.117	0.115	0.000	854.7	0.4302	3.42561E-4	9.7	300	1.698379E+11	202.816	2.1655
5316.460	2160.023	0.184	0.000	842.5	0.4363	3.37752E-4	9.8	302	1.698232E+11	203.137	1.9774
5321.500	2159.965	0.162	0.000	865.2	0.4307	3.42198E-4	9.5	303	1.698141E+11	203.406	1.8650
5326.521	2159.867	0.137	0.000	856.0	0.4353	3.38546E-4	9.0	300	1.697986E+11	203.656	1.9194
5331.560	2159.863	0.184	0.000	877.9	0.4262	3.45827E-4	9.7	299	1.697980E+11	203.815	2.0279
5336.580	2159.876	0.195	0.000	850.0	0.4304	3.42407E-4	10.0	302	1.698000E+11	204.075	2.2242
5341.620	2159.758	0.200	0.000	815.8	0.4386	3.36008E-4	9.6	306	1.697815E+11	204.413	2.3130
5346.660	2159.717	0.181	0.000	859.2	0.4325	3.40798E-4	9.7	309	1.697750E+11	204.821	2.3282
5351.700	2159.659	0.195	0.000	826.3	0.4375	3.36907E-4	9.2	302	1.697660E+11	205.185	2.2828
5356.740	2159.578	0.098	0.000	825.7	0.4395	3.35339E-4	10.3	305	1.697533E+11	205.394	2.3399
5361.760	2159.494	0.163	0.000	831.7	0.4392	3.35591E-4	9.3	304	1.697401E+11	205.061	2.1285
5366.800	2159.455	0.123	0.000	830.9	0.4343	3.39412E-4	9.5	295	1.697339E+11	204.872	2.0800
5371.840	2159.397	0.184	0.000	834.3	0.4373	3.37082E-4	9.6	304	1.697247E+11	204.752	1.9236
5376.879	2159.321	0.190	0.000	836.0	0.4361	3.37990E-4	9.7	306	1.697129E+11	204.776	1.9552
5381.900	2159.241	0.150	0.000	858.3	0.4368	3.37505E-4	9.2	309	1.697002E+11	205.053	1.9656
5386.920	2159.199	0.178	0.000	843.2	0.4330	3.40489E-4	9.9	299	1.696937E+11	205.387	1.9674
5391.941	2159.082	0.172	0.000	863.0	0.4336	3.39984E-4	9.6	309	1.696753E+11	205.705	2.0364
5396.980	2159.083	0.160	0.000	877.5	0.4292	3.43523E-4	9.4	308	1.696755E+11	206.006	1.9551
5402.001	2159.038	0.216	0.000	822.9	0.4366	3.37657E-4	8.7	299	1.696683E+11	206.209	2.1246
5407.040	2158.966	0.177	0.000	837.2	0.4355	3.38571E-4	9.1	309	1.696571E+11	206.527	2.2289
5412.080	2158.938	0.225	0.000	815.2	0.4335	3.40114E-4	10.0	298	1.696527E+11	207.033	2.2758
5417.100	2158.844	0.184	0.000	804.6	0.4420	3.33605E-4	9.4	303	1.696378E+11	207.142	2.1406
5422.141	2158.764	0.159	0.000	817.4	0.4382	3.36518E-4	9.8	300	1.696253E+11	207.029	1.9421
5427.180	2158.665	0.099	0.000	847.0	0.4317	3.41591E-4	10.1	307	1.696098E+11	206.720	1.8606
5432.200	2158.565	0.193	0.000	856.0	0.4267	3.45585E-4	9.5	300	1.695941E+11	206.693	1.7900
5437.240	2158.555	0.245	0.000	875.3	0.4281	3.44491E-4	8.5	300	1.695924E+11	206.837	1.9981
5442.260	2158.547	0.181	0.000	840.5	0.4308	3.42294E-4	9.3	298	1.695912E+11	207.080	1.9492
5447.300	2158.526	0.136	0.000	816.3	0.4380	3.36717E-4	9.6	303	1.695878E+11	207.306	2.0396
5452.340	2158.410	0.203	0.000	787.5	0.4390	3.35898E-4	9.4	299	1.695697E+11	207.716	1.9810
5457.360	2158.303	0.170	0.000	812.1	0.4384	3.36385E-4	9.4	300	1.695528E+11	208.055	1.9335
5462.400	2158.203	0.230	0.000	836.5	0.4323	3.41139E-4	9.5	299	1.695372E+11	208.279	2.1085
5467.440	2158.180	0.214	0.000	860.4	0.4257	3.46497E-4	9.5	300	1.695335E+11	208.706	2.1306
5472.480	2158.162	0.224	0.000	850.8	0.4336	3.40127E-4	9.3	309	1.695307E+11	209.264	2.1926
5477.501	2158.038	0.166	0.000	809.5	0.4338	3.39990E-4	8.8	302	1.695113E+11	209.136	2.2101
5482.520	2157.988	0.164	0.000	853.8	0.4320	3.41463E-4	9.6	307	1.695034E+11	209.124	2.1162
5487.561	2157.872	0.191	0.000	833.8	0.4340	3.39871E-4	10.3	300	1.694851E+11	208.913	2.1241
5492.580	2157.753	0.174	0.000	870.7	0.4248	3.47227E-4	9.8	304	1.694664E+11	208.872	2.1781
5497.621	2157.723	0.148	0.000	893.5	0.4194	3.51727E-4	9.1	300	1.694618E+11	208.993	1.9915
5502.640	2157.776	0.185	0.000	884.4	0.4221	3.49475E-4	9.7	305	1.694700E+11	209.339	1.9143
5507.660	2157.772	0.209	0.000	814.1	0.4336	3.40190E-4	10.1	300	1.694695E+11	209.743	1.8286
5512.680	2157.697	0.185	0.000	789.2	0.4378	3.36976E-4	9.2	304	1.694577E+11	209.952	1.8169
5517.720	2157.546	0.132	0.000	789.4	0.4373	3.37404E-4	8.9	299	1.694339E+11	210.226	2.1101
5522.760	2157.442	0.180	0.000	855.1	0.4284	3.44419E-4	9.5	308	1.694175E+11	210.633	2.1245
5527.780	2157.422	0.171	0.000	885.7	0.4199	3.51363E-4	9.9	289	1.694145E+11	211.161	2.2368
5532.820	2157.444	0.186	0.000	840.8	0.4315	3.41895E-4	9.7	302	1.694179E+11	210.962	2.1024
5537.860	2157.347	0.182	0.000	800.5	0.4383	3.36636E-4	9.4	305	1.694026E+11	211.266	2.1105
5542.881	2157.209	0.139	0.000	814.7	0.4360	3.38403E-4	9.5	303	1.693811E+11	210.915	1.9812
5547.900	2157.222	0.218	0.000	869.2	0.4245	3.47610E-4	9.1	309	1.693830E+11	210.750	1.8782
5552.920	2157.124	0.206	0.000	811.8	0.4338	3.40133E-4	9.2	302	1.693677E+11	210.739	1.9751
5557.961	2157.121	0.242	0.000	825.2	0.4309	3.42427E-4	9.0	300	1.693673E+11	211.030	2.0959
