Temps [s],Tension [V]
0.02,4.020108
0.1,1.776725
0.18,-0.514958
0.26,-2.342712
0.34,-4.194615
0.43,-4.526356
0.51,-3.365898
0.59,-1.478405
0.67,0.367143
0.75,2.708396
0.82,4.161193
0.9,3.182493
0.99,0.70651
1.07,-1.085654
1.15,-3.250233
1.23,-5.024603
1.31,-4.706843
1.39,-2.661742
1.47,-0.600118
1.55,1.495825
1.63,3.940032
1.71,4.102725
1.79,2.090671
1.88,-0.204825
1.96,-1.854633
2.04,-3.547656
2.12,-3.987435
2.2,-3.243878
2.28,-1.494929
2.36,0.128188
2.44,2.460543
2.52,3.857415
2.6,3.060474
2.68,0.784043
2.76,-0.971261
2.84,-2.838417
2.93,-4.522543
3.01,-4.559403
3.09,-2.736733
3.17,-0.775521
3.25,1.239075
3.33,3.632441
3.41,3.994687
3.49,2.053811
3.58,-0.198469
3.65,-1.769473
3.74,-3.60104
3.82,-3.950575
3.9,-3.182868
3.98,-1.479676
4.06,-0.007814
4.14,2.240654
4.22,3.734124
4.3,3.017258
4.38,0.871745
4.46,-0.894999
4.54,-2.661742
4.62,-4.350953
4.7,-4.620413
4.78,-2.97696
4.86,-0.905167
4.94,0.996307
5.03,3.319766
5.11,3.97435
5.19,2.17456
5.27,-0.042132
5.35,-1.685585
5.43,-3.593414
5.51,-3.978538
5.6,-3.195578
5.68,-1.494929
5.76,-0.106955
5.84,2.069064
5.92,3.582871
6,3.051576
6.08,1.086551
6.16,-0.771708
6.24,-2.417703
6.32,-4.12725
6.4,-4.49458
6.48,-2.994754
6.56,-1.000495
6.64,0.864119
6.73,3.134194
6.81,3.93749
6.89,2.287682
6.97,0.078617
7.05,-1.54577
7.12,-3.567993
7.21,-3.998875
7.29,-3.32014
7.37,-1.576275
7.45,-0.214993
7.53,1.863155
7.61,3.390944
7.69,3.051576
7.78,1.164084
7.85,-0.619183
7.93,-2.044017
8.02,-3.790424
8.1,-4.3357
8.18,-3.218457
8.26,-1.09201
8.34,0.644229
8.42,2.887612
8.5,3.889191
8.58,2.389365
8.66,0.184113
8.74,-1.455527
8.82,-3.532404
8.9,-4.192073
8.98,-3.534946
9.06,-1.740239
9.14,-0.414546
9.23,1.602592
9.31,3.224438
9.39,3.050305
9.47,1.381432
9.55,-0.451406
9.63,-1.904203
9.71,-3.569264
9.8,-4.189531
9.88,-3.205747
9.96,-1.183524
10.04,0.519667
10.12,2.661368
10.2,3.744292
10.28,2.404618
10.36,0.200637
10.44,-1.364012
10.53,-3.411655
10.6,-4.221307
10.68,-3.543843
10.76,-1.744052
10.85,-0.437425
10.92,1.466591
11.01,3.096063
11.09,3.035053
11.17,1.470404
11.25,-0.380228
11.33,-1.676687
11.41,-3.269299
11.49,-3.88321
11.57,-3.238794
11.65,-1.334778
11.73,0.223515
11.81,2.229214
11.89,3.530758
11.97,2.625778
12.05,0.528565
12.13,-0.99414
12.21,-3.025259
12.29,-4.157755
12.37,-3.8222
12.45,-2.060541
12.53,-0.710698
12.62,1.109429
12.7,2.914304
12.77,3.150717
12.86,1.652163
12.94,-0.289984
13.02,-1.627117
13.1,-3.24642
13.18,-3.85779
13.26,-3.252775
13.34,-1.468237
13.42,0.055738
13.5,2.023306
13.58,3.379504
13.67,2.741443
13.75,0.728118
13.83,-0.87212
13.91,-2.745631
13.99,-4.049716
14.07,-3.837453
14.15,-2.138074
14.23,-0.757726
14.31,0.940381
14.39,2.785929
14.48,3.096063
14.55,1.772912
14.64,-0.253124
14.72,-1.510181
14.8,-3.051951
14.88,-3.645526
14.96,-2.95281
15.04,-1.389433
15.12,-0.024337
15.2,1.921623
15.28,3.210456
15.36,2.704583
15.44,0.823446
15.52,-0.745016
15.61,-2.216879
15.69,-3.673489
15.77,-3.599769
15.85,-2.03512
15.93,-0.783147
16.01,0.777688
16.09,2.674078
16.17,3.05539
16.25,1.755117
16.33,-0.164151
16.41,-1.342404
16.49,-2.763425
16.57,-3.44216
16.65,-3.031614
16.74,-1.512723
16.82,-0.202282
16.9,1.677584
16.98,3.038866
17.06,2.714751
17.14,0.859035
17.22,-0.710698
17.31,-2.07198
17.39,-3.581974
17.47,-3.640442
17.55,-2.135532
17.63,-0.812381
17.71,0.692529
17.79,2.520282
17.87,3.026156
17.95,1.802145
18.03,-0.10187
18.11,-1.352572
18.19,-2.80537
18.28,-3.44216
18.36,-2.9401
18.44,-1.539415
18.52,-0.296339
18.6,1.568274
18.68,2.910491
18.76,2.624507
18.84,0.909876
18.92,-0.648417
19,-1.902932
19.09,-3.506983
19.17,-3.740854
19.25,-2.186374
19.33,-0.854325
19.41,0.681089
19.49,2.520282
19.58,2.99438
19.65,1.766556
19.74,-0.099328
19.81,-1.356386
19.9,-2.778678
19.98,-3.217186
20.06,-2.701144
20.14,-1.308086
20.22,-0.142544
20.3,1.635639
20.38,2.829145
20.47,2.511385
20.55,0.834885
20.63,-0.67638
20.71,-2.038933
20.79,-3.560366
20.87,-3.686199
20.95,-2.290599
21.03,-0.898812
21.11,0.616266
21.19,2.451646
21.27,2.961333
21.36,1.738594
21.44,-0.086618
21.52,-1.342404
21.59,-2.788846
21.67,-3.400216
21.76,-2.825706
21.84,-1.460611
21.92,-0.373873
22,1.46532
22.08,2.730004
22.16,2.543161
22.24,0.956905
22.32,-0.589949
22.4,-1.688127
22.49,-3.34429
22.57,-3.612479
22.65,-2.355422
22.73,-0.94584
22.81,0.462471
22.89,2.338524
22.97,2.938454
23.05,1.830108
23.13,-0.031963
23.21,-1.282665
23.29,-2.735462
23.38,-3.428178
23.45,-2.885445
23.53,-1.527976
23.62,-0.437425
23.7,1.264496
23.77,2.588918
23.86,2.532993
23.94,1.038251
24.02,-0.55436
24.1,-1.573733
24.18,-3.064661
24.26,-3.461225
24.34,-2.401179
24.42,-0.996682
24.51,0.330283
24.58,2.06525
24.67,2.888883
24.75,1.827566
24.83,0.006168
24.91,-1.266142
24.99,-2.724023
25.07,-3.453599
25.15,-2.91595
25.24,-1.530518
25.32,-0.478098
25.39,1.160271
25.48,2.511385
25.56,2.469441
25.64,1.026812
25.72,-0.50479
25.8,-1.494929
25.88,-2.926118
25.96,-3.406571
26.04,-2.418974
26.13,-1.008121
26.2,0.268002
26.29,2.009325
26.36,2.846939
26.44,1.995343
26.52,0.284525
26.61,-1.121243
26.69,-2.539722
26.77,-3.556553
26.85,-3.015091
26.93,-1.578817
27.01,-0.587407
27.09,1.071298
27.17,2.477067
27.25,2.564769
27.33,1.275935
27.41,-0.41963
27.49,-1.458069
27.57,-2.874006
27.65,-3.513338
27.74,-2.654116
27.82,-1.224198
27.89,-0.009085
27.97,1.737322
28.06,2.770677
28.14,2.138971
28.22,0.459929
28.3,-0.893727
28.38,-2.182561
28.46,-3.322682
28.54,-2.992212
28.62,-1.620762
28.7,-0.680193
28.78,0.747183
28.86,2.213962
28.94,2.496133
29.03,1.363637
29.1,-0.203554
29.18,-1.206403
29.27,-2.496507
29.35,-3.289635
29.43,-2.745631
29.51,-1.376722
29.59,-0.202282
29.67,1.45261
29.74,2.609255
29.83,2.283869
29.91,0.752268
29.99,-0.696716
30.07,-1.845735
30.15,-3.243878
30.23,-3.312514
30.31,-1.972839
30.39,-0.893727
30.47,0.44976
30.55,2.094484
30.64,2.535535
30.72,1.577172
30.8,-0.067552
30.88,-1.132683
30.95,-2.321104
31.04,-3.146008
31.12,-2.87909
31.2,-1.515265
31.28,-0.324302
31.36,1.240346
31.44,2.512656
31.52,2.374113
31.6,0.899708
31.68,-0.544192
31.76,-1.652538
31.84,-3.149821
31.92,-3.252775
32,-1.993176
32.08,-0.892456
32.17,0.31503
32.25,1.933062
32.33,2.546974
32.41,1.699191
32.49,0.068449
32.57,-1.111075
32.65,-2.249926
32.73,-3.186681
32.81,-2.86765
32.89,-1.581359
32.97,-0.502248
33.05,1.053504
33.13,2.313103
33.21,2.291495
33.3,0.920045
33.38,-0.546734
33.46,-1.587715
33.54,-3.040512
33.62,-3.279467
33.7,-2.089775
33.78,-0.977616
33.87,0.1803
33.95,1.78308
34.03,2.454188
34.11,1.638181
34.19,0.06972
34.27,-1.066589
34.35,-2.176205
34.43,-3.084998
34.51,-2.809183
34.59,-1.634743
34.67,-0.518771
34.75,0.991223
34.83,2.287682
34.92,2.283869
35,0.983597
35.08,-0.473014
35.16,-1.479676
35.24,-2.92866
35.32,-3.269299
35.4,-2.146972
35.48,-0.99414
35.56,0.086243
35.64,1.638181
35.72,2.381739
35.8,1.703004
35.89,0.088785
35.97,-1.088196
36.05,-2.174934
36.13,-3.021446
36.21,-2.678266
36.29,-1.541957
36.38,-0.539108
36.46,0.958176
36.54,2.16312
36.62,2.149139
36.7,0.881913
36.78,-0.607744
36.86,-1.554668
36.94,-2.994754
37.03,-3.376066
37.1,-2.199084
37.19,-1.05642
37.27,0.077346
37.34,1.634368
37.43,2.361402
37.51,1.621658
37.59,0.055738
37.67,-1.097094
37.75,-2.153327
37.83,-3.054493
37.91,-2.708771
37.99,-1.554668
38.07,-0.558173
38.16,0.937839
38.24,2.151681
38.32,2.118634
38.4,0.864119
38.48,-0.57851
38.56,-1.580088
38.64,-3.054493
38.72,-3.592142
38.81,-2.539722
38.89,-1.16573
38.97,0.039215
39.05,1.616574
39.13,2.352505
39.21,1.686481
39.29,0.096412
39.37,-1.400872
39.45,-2.918492
39.53,-3.826014
39.61,-3.527319
39.69,-2.318562
39.77,-0.772979
39.85,0.710323
39.93,2.023306
40.02,2.131344
40.1,0.977241
40.18,-0.506061
40.26,-1.960129
40.34,-3.4053
40.42,-4.016669
40.5,-3.115503
40.58,-1.527976
40.67,-0.030692
40.75,1.551751
40.83,2.338524
40.91,1.662331
40.99,0.147253
41.07,-1.397059
41.15,-2.913408
41.23,-3.836182
41.31,-3.536217
41.39,-2.271533
41.47,-0.867036
41.55,0.721763
41.63,1.977549
41.72,2.112279
41.79,1.031896
41.88,-0.469201
41.96,-1.934708
42.04,-3.299804
42.12,-3.918799
42.2,-3.171429
42.28,-1.596612
42.36,-0.122207
42.44,1.423376
42.52,2.254635
42.6,1.703004
42.69,0.205721
42.77,-1.30046
42.85,-2.835874
42.93,-3.85779
43.01,-3.625189
43.09,-2.34144
43.17,-0.87212
43.25,0.57178
43.33,1.892389
43.41,2.0894
43.49,1.064943
43.57,-0.424714
43.65,-1.834296
43.73,-3.196849
43.81,-3.937865
43.89,-3.343019
43.97,-1.75295
44.05,-0.307779
44.13,1.141205
44.21,2.132615
44.29,1.826295
44.37,0.484078
44.46,-0.976345
44.54,-2.476171
44.62,-3.588329
44.7,-3.526048
44.78,-2.466002
44.86,-1.103449
44.94,0.33918
45.03,1.75893
45.1,2.086858
45.19,1.138663
45.27,-0.380228
45.35,-1.788539
45.43,-3.139653
45.51,-3.939136
45.59,-3.340477
45.67,-1.920727
45.75,-0.354807
45.83,1.089093
45.91,2.085587
45.99,1.817398
46.08,0.471368
46.16,-0.929317
46.24,-2.41389
46.32,-3.569264
46.4,-3.542572
46.48,-2.490152
46.56,-1.168272
46.64,0.205721
46.72,1.591153
46.8,2.069064
46.87,1.36745
46.96,-0.058655
47.04,-1.498742
47.12,-2.824435
47.2,-3.649339
47.28,-3.421823
47.36,-2.119009
47.44,-0.593762
47.53,0.897166
47.6,1.99153
47.69,1.872053
47.77,0.604827
47.85,-0.753913
47.93,-2.152056
48.01,-3.4053
48.09,-3.421823
48.17,-2.364319
48.25,-1.11743
48.33,0.134543
48.41,1.505993
48.49,2.049998
48.58,1.380161
48.66,0.012523
48.74,-1.149206
48.82,-2.300767
48.9,-3.193036
48.98,-2.936287
49.06,-1.736426
49.14,-0.534024
49.22,0.819633
49.3,1.91781
49.38,1.863155
49.46,0.660753
49.54,-0.668754
49.63,-1.932166
49.7,-3.303617
49.79,-3.56418
49.87,-2.554975
49.94,-1.27631
50.03,-0.080263
50.11,1.324235
50.19,1.992801
50.27,1.448797
50.35,0.08243
50.43,-1.064047
50.51,-2.237215
50.59,-3.147279
50.67,-2.932473
50.75,-1.783455
50.84,-0.583594
50.92,0.653127
51,1.804688
51.08,1.888576
51.16,0.773875
51.24,-0.526397
51.32,-1.707192
51.4,-3.071017
51.48,-3.449786
51.56,-2.45075
51.64,-1.234366
51.72,-0.151441
51.81,1.272122
51.89,1.966109
51.97,1.429731
52.05,0.109122
52.13,-1.005579
52.21,-2.099943
52.29,-2.999838
52.37,-2.894342
52.45,-1.854633
52.53,-0.680193
52.62,0.555257
52.7,1.730967
52.78,1.800874
52.86,0.701426
52.94,-0.642062
53.02,-1.829212
53.1,-3.184139
53.18,-3.593414
53.26,-2.59819
53.35,-1.301731
53.43,-0.231516
53.51,1.199673
53.59,1.873324
53.67,1.357282
53.75,0.072262
53.83,-1.051336
53.91,-2.166037
53.99,-3.072288
54.07,-2.919763
54.15,-1.866072
54.24,-0.734848
54.32,0.466284
54.4,1.583527
54.48,1.713173
54.56,0.667108
54.64,-0.564528
54.72,-1.747865
54.8,-3.137111
54.88,-3.629003
54.96,-2.68335
55.04,-1.403414
55.12,-0.357349
55.2,1.058588
55.29,1.799603
55.36,1.358553
55.45,0.088785
55.53,-1.042439
55.61,-2.221963
55.69,-3.128213
55.77,-3.007465
55.85,-2.033849
55.93,-0.831447
56.01,0.387479
56.09,1.555564
56.18,1.750033
56.25,0.819633
56.34,-0.520042
56.42,-1.75295
56.5,-3.027801
56.58,-3.622647
56.66,-2.877819
56.74,-1.571191
56.82,-0.404378
56.9,0.913689
56.98,1.739865
57.06,1.363637
57.14,0.107851
57.22,-0.981429
57.3,-1.943605
57.38,-2.73292
57.46,-2.623611
57.55,-1.721174
57.63,-0.920419
57.71,0.229871
57.79,1.413208
57.87,1.677584
57.95,0.846324
58.03,-0.377686
58.11,-1.189879
58.19,-2.15714
58.27,-2.865108
58.35,-2.242299
58.43,-1.27631
58.51,-0.41963
58.6,0.801838
58.68,1.662331
58.76,1.366179
58.84,0.195553
58.92,-0.935672
59,-1.756763
59.08,-2.547349
59.16,-2.493965
59.25,-1.644911
59.33,-0.903896
59.41,0.112935
59.49,1.305169
59.56,1.666144
59.65,0.909876
59.73,-0.32176
59.8,-1.193693
59.89,-2.074522
59.97,-2.853669
60.05,-2.36559
60.13,-1.33732
