Temps [s],Tension [V]
57.32,-3.663321
57.4,-2.85494
57.48,-1.683042
57.56,-0.239143
57.64,1.383974
57.72,2.965146
57.81,4.506916
57.89,5.793207
57.96,6.743944
58.04,7.295574
58.13,7.384547
58.21,6.99688
58.29,6.17706
58.37,4.996265
58.45,3.528216
58.53,1.919081
58.62,0.287067
58.7,-1.196235
58.78,-2.452021
58.86,-3.39386
58.94,-3.951846
59.02,-4.075137
59.1,-3.77263
59.18,-3.051951
59.26,-1.981737
59.34,-0.647146
59.42,0.913689
59.5,2.525366
59.59,4.114165
59.67,5.491971
59.75,6.517699
59.83,7.183723
59.91,7.3998
59.99,7.129068
60.07,6.435081
