Temps [s],Tension [V]
26.06,-3.839995
26.14,-3.726873
26.22,-3.41801
26.3,-2.819351
26.38,-1.920727
26.46,-0.910251
26.55,0.262918
26.63,1.338216
26.71,2.314374
26.79,3.164699
26.87,3.895546
26.95,4.546318
27.03,5.120827
27.11,5.573317
27.19,5.902516
27.27,5.963526
27.35,5.728384
27.44,5.162772
27.52,4.345494
27.6,3.352813
27.68,2.319458
27.76,1.358553
27.84,0.367143
27.92,-0.532753
28,-1.330965
28.08,-2.122822
28.16,-2.832061
28.24,-3.44216
28.32,-3.880668
28.41,-4.031922
28.49,-3.903547
28.57,-3.456141
28.65,-2.782491
28.73,-1.932166
28.81,-1.018289
28.89,-0.103141
28.97,0.794212
29.05,1.682668
29.13,2.581292
29.21,3.518048
29.3,4.448448
29.37,5.200903
29.46,5.780496
29.54,6.055041
29.62,5.977507
29.7,5.60128
29.78,4.992452
29.86,4.280671
29.94,3.573973
30.02,2.797369
30.1,1.924165
30.19,1.006475
30.27,0.017607
30.35,-1.011934
30.43,-1.98555
30.51,-2.853669
30.59,-3.498086
30.67,-3.862874
30.75,-3.956931
30.83,-3.749751
30.91,-3.349374
30.99,-2.829519
31.07,-2.223234
31.15,-1.543228
31.23,-0.746287
31.31,0.205721
31.4,1.288646
31.48,2.381739
31.56,3.487543
31.64,4.461158
31.72,5.175482
31.8,5.593654
31.88,5.714402
31.96,5.615261
32.04,5.378848
32.12,5.086509
32.21,4.677235
32.29,4.131959
32.37,3.392215
32.45,2.449104
32.53,1.338216
32.61,0.182842
32.69,-0.985242
32.77,-1.980465
32.85,-2.73292
32.93,-3.251504
33.01,-3.537488
33.1,-3.669676
33.17,-3.649339
33.25,-3.510796
33.34,-3.231167
33.42,-2.743089
33.5,-2.037662
33.58,-1.085654
33.66,0.016336
33.74,1.190776
33.82,2.338524
33.9,3.329934
33.98,4.114165
34.07,4.687403
34.14,5.063631
34.23,5.334362
34.31,5.549167
34.39,5.643224
34.47,5.566962
34.55,5.19709
34.63,4.564112
34.71,3.646422
34.79,2.526637
34.88,1.382703
34.96,0.306133
35.04,-0.678922
35.12,-1.516536
35.2,-2.197813
35.28,-2.745631
35.37,-3.228625
35.45,-3.599769
35.53,-3.818387
35.6,-3.800593
35.68,-3.49173
35.76,-2.941371
35.85,-2.088504
35.93,-1.098365
36.01,-0.045945
36.09,0.96326
36.17,1.901286
36.25,2.755424
36.33,3.526945
36.41,4.214577
36.49,4.906022
36.58,5.505952
36.66,5.901245
36.74,6.014367
36.82,5.783038
36.9,5.255557
36.98,4.445906
37.06,3.537113
37.14,2.627049
37.22,1.699191
37.3,0.792941
37.39,-0.082805
37.47,-0.935672
37.55,-1.794894
37.63,-2.623611
37.71,-3.289635
37.79,-3.770088
37.87,-3.94422
37.95,-3.843808
38.03,-3.456141
38.11,-2.847314
38.19,-2.112654
38.27,-1.311899
38.35,-0.485724
38.43,0.35189
38.51,1.292459
38.59,2.239383
38.68,3.235877
38.76,4.210764
38.84,5.049649
38.92,5.644495
39,5.91904
39.08,5.87074
39.16,5.56442
39.24,5.069986
39.32,4.495476
39.4,3.882836
39.49,3.157073
39.57,2.35886
39.65,1.429731
39.73,0.362059
39.81,-0.709427
39.89,-1.746594
39.97,-2.637592
40.05,-3.284551
40.13,-3.679844
40.21,-3.794238
40.29,-3.681115
40.37,-3.406571
40.45,-3.004923
40.53,-2.525741
40.61,-1.892764
40.69,-1.116159
40.78,-0.143815
40.86,0.934026
40.94,2.05254
41.02,3.19012
41.1,4.149754
41.18,4.872975
41.26,5.317838
41.34,5.507223
41.43,5.512307
41.51,5.40554
41.58,5.24666
41.66,4.946695
41.75,4.453532
41.83,3.734124
41.91,2.7872
41.99,1.701733
42.07,0.523481
42.15,-0.61537
42.23,-1.588986
42.31,-2.356693
42.4,-2.908324
42.48,-3.260401
42.56,-3.468852
42.64,-3.583245
42.72,-3.551469
42.8,-3.335393
42.88,-2.8918
42.96,-2.228318
43.04,-1.322067
43.12,-0.231516
43.2,0.873016
43.28,1.986446
43.36,2.93337
43.45,3.74175
43.53,4.344223
43.61,4.852638
43.69,5.227595
43.77,5.549167
43.85,5.742365
43.93,5.713131
44.01,5.369951
44.09,4.753497
44.17,3.859957
44.26,2.81135
44.33,1.775454
44.41,0.742099
44.5,-0.227703
44.58,-1.038626
44.66,-1.77837
44.74,-2.454563
44.82,-3.044325
44.9,-3.533675
44.98,-3.836182
45.06,-3.876855
45.14,-3.618834
45.22,-3.084998
45.3,-2.34144
45.38,-1.405956
45.46,-0.427256
45.55,0.538733
45.63,1.427189
45.71,2.287682
45.78,3.101147
45.87,3.920967
45.95,4.709011
46.03,5.387745
46.11,5.827525
46.19,5.99276
46.28,5.817356
46.36,5.324193
46.44,4.665795
46.52,3.842162
46.6,3.004548
46.68,2.146597
46.76,1.249244
46.85,0.334096
46.93,-0.595033
47.01,-1.550854
47.09,-2.430413
47.17,-3.189223
47.25,-3.670947
47.33,-3.911173
47.41,-3.843808
47.49,-3.512067
47.57,-2.973147
47.66,-2.298225
47.73,-1.614406
47.82,-0.846699
47.9,0.011252
47.98,0.934026
48.06,1.912726
48.14,2.962604
48.22,3.93749
48.3,4.80561
48.38,5.40554
48.46,5.722029
48.54,5.746178
48.62,5.530102
48.7,5.181837
48.78,4.728076
48.86,4.184072
48.95,3.528216
49.03,2.742714
49.1,1.817398
49.18,0.766249
49.27,-0.394209
49.35,-1.450442
49.43,-2.336356
49.51,-2.999838
49.59,-3.4053
49.67,-3.587058
49.75,-3.569264
49.83,-3.423094
49.91,-3.137111
49.99,-2.74436
50.08,-2.146972
50.16,-1.343675
50.24,-0.377686
50.32,0.658211
50.4,1.791977
50.48,2.869818
50.56,3.804031
50.64,4.543776
50.72,5.030584
50.81,5.343259
50.89,5.45511
50.97,5.499597
51.05,5.432232
51.13,5.176753
51.21,4.719179
51.28,4.029005
51.37,3.076997
51.45,1.97882
51.53,0.837427
51.61,-0.250582
51.69,-1.175898
51.77,-1.951232
51.85,-2.554975
51.94,-3.020175
52.02,-3.364627
52.1,-3.594685
52.18,-3.655694
52.26,-3.495544
52.34,-3.073559
52.42,-2.404992
52.51,-1.507639
52.59,-0.470472
52.67,0.598472
52.75,1.639452
52.83,2.552058
52.91,3.371878
52.99,4.041715
53.07,4.656898
53.15,5.164043
53.23,5.558065
53.31,5.790665
53.4,5.738552
53.48,5.39283
53.56,4.771292
53.64,3.919696
53.73,2.966417
53.8,2.011867
53.88,1.059859
53.97,0.142169
54.05,-0.72595
54.13,-1.52035
54.21,-2.272804
54.29,-2.932473
54.37,-3.473936
54.45,-3.780256
54.53,-3.789153
54.62,-3.51588
54.7,-2.98967
54.78,-2.271533
54.86,-1.469508
54.94,-0.611557
55.02,0.252749
55.1,1.125953
55.18,2.022035
55.26,2.919388
55.34,3.795134
55.42,4.64673
55.5,5.300044
55.58,5.724571
55.66,5.855488
55.75,5.720757
55.82,5.329278
55.91,4.740787
55.99,4.051884
56.07,3.314681
56.15,2.491048
56.23,1.612761
56.31,0.631519
56.39,-0.362433
56.48,-1.351301
56.56,-2.242299
56.64,-2.954081
56.71,-3.434534
56.8,-3.660779
56.88,-3.65061
56.96,-3.412926
57.04,-3.010007
57.12,-2.534638
57.19,-1.938521
57.28,-1.192422
57.36,-0.349723
57.44,0.616266
57.52,1.619116
57.6,2.698228
57.68,3.695993
57.76,4.515813
57.84,5.123369
57.92,5.47926
58,5.597467
58.08,5.517391
58.16,5.308941
58.24,4.978471
58.32,4.512
58.4,3.895546
58.48,3.101147
58.56,2.12626
58.65,1.035709
58.73,-0.048487
58.81,-1.072944
58.89,-1.938521
58.97,-2.638864
59.05,-3.097708
59.13,-3.382421
59.21,-3.506983
59.29,-3.49173
59.37,-3.309972
59.45,-2.96552
59.53,-2.404992
59.62,-1.610593
59.7,-0.643333
59.78,0.4129
59.86,1.505993
59.94,2.52918
60.02,3.440514
60.1,4.17009
60.18,4.728076
60.26,5.144977
60.35,5.444942
