Temps [s],Tension [V]
14.8,3.500253
14.88,1.855529
14.96,-0.45649
15.04,-1.892764
15.12,-3.177784
15.2,-3.524777
15.28,-2.684621
15.36,-1.306815
15.45,0.758623
15.52,2.785929
15.61,3.967995
15.69,3.182493
15.77,0.728118
15.85,-1.09201
15.93,-3.55274
16.01,-4.893686
16.09,-4.573384
16.17,-2.246113
16.25,-0.465387
16.33,1.971194
16.41,4.029005
16.49,3.669301
16.58,1.971194
16.66,-0.265834
16.74,-1.94869
16.82,-3.234981
16.9,-3.378608
16.98,-2.504133
17.06,-1.248347
17.14,0.606098
17.22,2.690601
17.31,3.763358
17.38,3.087165
17.47,0.814548
17.55,-1.078028
17.63,-3.106606
17.71,-4.821237
17.79,-4.596263
17.87,-2.425329
17.95,-0.49335
18.03,1.739865
18.11,4.054426
18.19,3.819284
18.27,2.025848
18.35,-0.170507
18.43,-2.019868
18.51,-3.363356
18.59,-3.510796
18.68,-2.527012
18.76,-1.250889
18.84,0.362059
18.92,2.390636
19,3.506608
19.08,3.036324
19.16,1.118327
19.24,-0.766624
19.32,-2.445666
19.4,-4.499664
19.48,-4.589908
19.56,-2.852398
19.64,-0.703072
19.72,1.386516
19.8,3.8142
19.89,4.077305
19.97,2.273701
20.05,-0.025608
20.13,-2.054186
20.21,-3.489188
20.29,-3.645526
20.37,-2.584209
20.45,-1.347488
20.53,0.153608
20.61,2.24828
20.69,3.404925
20.77,3.042679
20.86,1.225094
20.94,-0.696716
21.02,-2.000802
21.1,-4.040819
21.18,-4.474243
21.26,-3.018904
21.34,-0.841615
21.42,1.151374
21.5,3.556179
21.58,4.239998
21.66,2.361402
21.74,0.199366
21.83,-1.972839
21.9,-3.599769
21.99,-3.925155
22.07,-2.689705
22.15,-1.445358
22.23,0.040486
22.31,2.141513
22.39,3.326121
22.47,3.012174
22.55,1.353469
22.63,-0.564528
22.71,-1.724987
22.79,-3.595956
22.88,-4.385271
22.96,-3.125671
23.04,-0.987784
23.12,1.007746
23.2,3.218082
23.28,4.302278
23.36,2.536806
23.44,0.346806
23.52,-1.794894
23.6,-3.620105
23.68,-4.080221
23.76,-2.899426
23.85,-1.521621
23.92,-0.222619
24,1.875866
24.08,3.244774
24.16,3.099876
24.24,1.606405
24.32,-0.394209
24.4,-1.637285
24.48,-3.264215
24.57,-4.362392
24.65,-3.513338
24.73,-1.47205
24.81,0.65694
24.89,2.75034
24.97,4.245082
25.05,2.928286
25.13,0.696342
25.21,-1.303002
25.29,-3.195578
25.37,-3.98108
25.45,-3.031614
25.54,-1.544499
25.62,-0.391667
25.7,1.635639
25.78,3.144362
25.86,3.108773
25.94,1.672499
26.02,-0.2849
26.1,-1.515265
26.18,-2.954081
26.26,-4.056072
26.34,-3.397674
26.43,-1.566107
26.51,0.458658
26.58,2.474525
26.67,4.016295
26.75,3.000735
26.83,0.740828
26.91,-1.175898
26.99,-3.167616
27.07,-4.095474
27.15,-3.256588
27.23,-1.550854
27.31,-0.486995
27.4,1.500909
27.48,3.101147
27.56,3.107502
27.64,1.767827
27.72,-0.151441
27.8,-1.464424
27.88,-2.669368
27.96,-3.758649
28.04,-3.279467
28.12,-1.736426
28.2,0.251478
28.28,2.282598
28.36,3.726498
28.45,3.03124
28.53,0.876829
28.61,-0.959821
28.69,-2.974418
28.77,-4.175549
28.85,-3.485375
28.93,-1.632201
29.01,-0.551818
29.09,1.316609
29.17,2.948622
29.25,3.115128
29.34,1.831379
29.42,-0.072637
29.5,-1.371638
29.58,-2.575312
29.66,-3.428178
29.74,-3.008736
29.82,-1.677958
29.9,0.250207
29.98,2.177102
30.06,3.441785
30.14,3.041408
30.23,0.934026
30.31,-0.825091
30.39,-2.743089
30.47,-4.174278
30.55,-3.737041
30.63,-1.746594
30.71,-0.579781
30.79,1.199673
30.87,2.914304
30.95,3.134194
31.03,1.940689
31.12,0.031589
31.2,-1.356386
31.28,-2.444395
31.36,-3.204476
31.44,-2.776136
31.52,-1.568649
31.6,0.19174
31.68,2.130073
31.76,3.243503
31.84,2.930828
31.92,1.017915
32,-0.72595
32.09,-2.467273
32.17,-4.137418
32.25,-3.89465
32.33,-1.899119
32.41,-0.625538
32.49,1.105616
32.57,2.923201
32.65,3.140549
32.73,1.99153
32.81,0.110393
32.9,-1.372909
32.98,-2.38974
33.06,-3.034157
33.14,-2.612172
33.22,-1.604238
33.3,-0.012898
33.38,1.952128
33.46,3.070642
33.54,2.89651
33.62,1.138663
33.7,-0.680193
33.78,-2.185103
33.86,-4.092932
33.94,-4.151399
34.02,-2.346525
34.1,-0.746287
34.18,0.838698
34.26,2.757966
34.35,3.207914
34.42,2.15041
34.5,0.355703
34.58,-1.201319
34.67,-2.195271
34.75,-2.76978
34.83,-2.519386
34.91,-1.564836
34.99,-0.225161
35.07,1.577172
35.15,2.84821
35.23,2.873631
35.31,1.500909
35.39,-0.41963
35.47,-2.190187
35.55,-4.258167
35.63,-4.961051
35.71,-3.645526
35.79,-1.407227
35.87,0.458658
35.95,2.548245
36.03,3.346457
36.11,2.369029
36.19,0.533649
36.27,-1.585172
36.35,-3.312514
36.43,-4.049716
36.51,-3.688741
36.59,-2.632508
36.67,-0.854325
36.75,1.212384
36.83,2.670265
36.92,2.928286
37,1.751304
37.08,-0.276003
37.16,-2.05927
37.24,-3.953117
37.32,-4.928004
37.4,-3.803135
37.48,-1.620762
37.56,0.226058
37.64,2.154223
37.72,3.32485
37.8,2.527908
37.88,0.649313
37.96,-2.014784
38.04,-3.705265
38.13,-4.288672
38.21,-3.8705
38.29,-3.175242
38.37,-1.883867
38.45,0.133272
38.53,1.837735
38.61,2.212691
38.69,0.95055
38.77,-1.097094
38.86,-2.881632
38.94,-4.34841
39.02,-5.602926
39.1,-4.919107
39.18,-2.881632
39.26,-0.841615
39.34,1.308982
39.42,2.882528
39.5,2.00297
39.58,0.073533
39.66,-1.962671
39.75,-3.725602
39.82,-4.423402
39.91,-3.963286
39.98,-3.166345
40.07,-1.975381
40.15,0.091327
40.23,2.433852
40.31,2.841855
40.39,1.874595
40.47,-0.020524
40.55,-1.320796
40.63,-2.697331
40.71,-4.062427
40.79,-3.744667
40.88,-1.914371
40.96,-0.15017
41.04,1.706818
41.12,3.004548
41.2,2.46817
41.29,0.75481
41.36,-0.865765
41.44,-2.554975
41.53,-3.528591
41.61,-3.03797
41.69,-1.853362
41.77,-0.874662
41.85,0.729389
41.93,2.221588
42.01,2.54189
42.09,1.586069
42.18,-0.112039
42.26,-1.292834
42.34,-2.396095
42.42,-3.504441
42.5,-3.242607
42.58,-1.703379
42.66,-0.127291
42.74,1.57463
42.82,2.888883
42.9,2.594002
42.98,0.9264
43.06,-0.728492
43.14,-2.271533
43.23,-3.383692
43.3,-2.901968
43.39,-1.721174
43.47,-0.892456
43.55,0.601014
43.63,2.192354
43.71,2.536806
43.79,1.641995
43.87,-0.023066
43.95,-1.234366
44.03,-2.171121
44.11,-3.248962
44.19,-3.129484
44.27,-1.932166
44.35,-0.410733
44.43,1.362366
44.52,2.730004
44.6,2.607984
44.68,1.006475
44.76,-0.601389
44.84,-2.196542
44.92,-3.370982
45,-3.07483
45.08,-1.7288
45.16,-0.892456
45.24,0.470097
45.33,2.074148
45.41,2.54189
45.49,1.784351
45.57,0.201908
45.65,-1.122514
45.73,-1.981737
45.81,-2.886716
45.89,-2.974418
45.97,-1.9614
46.05,-0.427256
46.13,1.300085
46.21,2.580021
46.29,2.623236
46.37,1.152645
46.45,-0.478098
46.53,-2.012241
46.62,-3.383692
46.7,-3.247691
46.78,-1.880053
46.86,-0.878475
46.94,0.405274
47.02,2.01568
47.1,2.576208
47.18,1.81994
47.26,0.312488
47.35,-1.000495
47.43,-1.872427
47.51,-2.618527
47.59,-2.626153
47.67,-1.844464
47.75,-0.400564
47.83,1.169168
47.92,2.381739
48,2.40716
48.08,0.977241
48.16,-0.664941
48.24,-2.031307
48.32,-3.451057
48.4,-3.428178
48.48,-1.993176
48.56,-0.964906
48.65,0.323928
48.72,1.896202
48.8,2.473254
48.88,1.757659
48.97,0.177758
49.05,-1.089467
49.13,-1.866072
49.21,-2.478713
49.29,-2.444395
49.37,-1.843193
49.45,-0.595033
49.53,1.029354
49.61,2.236841
49.69,2.367758
49.77,1.150103
49.85,-0.422172
49.93,-1.636014
50.01,-3.126942
50.09,-3.51588
50.17,-2.248655
50.26,-0.99414
50.34,0.175216
50.42,1.751304
50.5,2.452917
50.58,1.748762
50.66,0.2286
50.75,-1.100907
50.82,-1.888951
50.91,-2.477442
50.99,-2.369403
51.07,-1.677958
51.15,-0.542921
51.23,0.970886
51.31,2.116092
51.39,2.296579
51.47,1.186963
51.55,-0.378957
51.63,-1.45934
51.72,-2.962978
51.79,-3.50317
51.88,-2.343983
51.96,-1.041168
52.04,0.096412
52.12,1.704275
52.2,2.422412
52.28,1.784351
52.36,0.345535
52.44,-1.062776
52.52,-1.925811
52.6,-2.397366
52.68,-2.295683
52.76,-1.676687
52.85,-0.581052
52.93,0.876829
53.01,2.051269
53.09,2.215233
53.17,1.190776
53.25,-0.330657
53.33,-1.347488
53.41,-2.699873
53.5,-3.451057
53.57,-2.504133
53.65,-1.11743
53.73,0.025233
53.81,1.56319
53.89,2.40716
53.97,1.883492
54.05,0.548901
54.14,-0.916606
54.22,-1.840651
54.3,-2.349067
54.38,-2.289328
54.46,-1.648724
54.54,-0.784418
54.62,0.665837
54.7,1.934333
54.78,2.205065
54.86,1.28102
54.94,-0.264563
55.02,-1.292834
55.11,-2.393553
55.19,-3.30743
55.27,-2.64649
55.35,-1.197506
55.43,-0.037047
55.51,1.499638
55.59,2.422412
55.67,1.959754
55.75,0.602285
55.83,-0.816194
55.91,-1.883867
56,-2.412619
56.07,-2.144429
56.16,-1.575004
56.24,-0.7984
56.32,0.557799
56.4,1.88095
56.48,2.18727
56.56,1.359824
56.64,-0.185759
56.72,-1.225469
56.8,-2.18129
56.88,-3.240065
56.96,-2.852398
57.04,-1.527976
57.12,-0.250582
57.2,1.279749
57.28,2.361402
57.37,2.061437
57.45,0.723034
57.53,-0.68909
57.61,-1.855904
57.69,-2.469815
57.77,-2.232131
57.85,-1.52035
57.93,-0.812381
58.01,0.438321
58.09,1.729696
58.17,2.17456
58.25,1.495825
58.33,0.055738
58.41,-1.046252
58.49,-1.905474
58.57,-2.929931
58.66,-2.933744
58.73,-1.785997
58.81,-0.425985
58.9,1.072569
58.98,2.259719
59.06,2.124989
59.14,0.800567
59.22,-0.610286
59.3,-1.901661
59.38,-2.682079
59.46,-2.392282
59.54,-1.633472
59.62,-0.929317
59.71,0.25402
59.79,1.617845
