Temps [s],Tension [V]
15.8,0.091327
15.88,-1.679229
15.96,-3.390047
16.04,-4.941985
16.12,-6.172351
16.2,-6.920993
16.28,-7.135798
16.36,-6.802786
16.44,-5.966443
16.52,-4.799629
16.6,-3.349374
16.68,-1.69194
16.76,0.034131
16.85,1.771641
16.93,3.346457
17.01,4.632748
17.09,5.495784
17.17,5.824983
17.25,5.65085
17.33,4.988639
17.41,3.843433
17.49,2.351234
17.57,0.630248
17.65,-1.172085
17.73,-2.872735
17.81,-4.371289
17.89,-5.585131
17.97,-6.459606
18.05,-6.945142
18.13,-6.969292
18.22,-6.460877
18.3,-5.428793
18.38,-4.044632
18.46,-2.30458
18.54,-0.484453
18.62,1.348385
18.7,2.899052
18.78,4.280671
18.87,5.265726
18.95,5.766515
19.03,5.732197
19.11,5.166585
19.19,4.159922
19.27,2.765593
19.35,1.160271
19.43,-0.650959
19.51,-2.444395
19.59,-4.077679
19.67,-5.487261
19.76,-6.42783
19.84,-6.863796
19.92,-6.825665
20,-6.331231
20.08,-5.463111
20.16,-4.251812
20.24,-2.755799
20.32,-0.981429
20.4,0.80438
20.48,2.491048
20.56,3.979435
20.64,5.017873
20.72,5.621616
20.8,5.756347
20.89,5.345801
20.97,4.47514
21.05,3.149446
21.13,1.560648
21.21,-0.180675
21.29,-1.885138
21.37,-3.486646
21.45,-4.92292
21.53,-6.065584
21.61,-6.820581
21.69,-7.062078
21.77,-6.739234
21.85,-5.918143
21.93,-4.711927
22.01,-3.184139
22.09,-1.482218
22.18,0.266731
22.25,1.901286
22.33,3.404925
22.41,4.600972
22.49,5.406811
22.58,5.724571
22.66,5.502139
22.74,4.811965
22.82,3.697264
22.9,2.206336
22.98,0.475181
23.06,-1.323339
23.14,-3.041783
23.22,-4.509832
23.3,-5.655038
23.38,-6.421474
23.47,-6.78372
23.55,-6.678224
23.63,-6.153285
23.71,-5.17967
23.79,-3.805677
23.87,-2.153327
23.95,-0.359891
24.03,1.408123
24.11,3.017258
24.19,4.303549
24.27,5.207258
24.35,5.661019
24.43,5.606364
24.52,5.029312
24.6,4.017566
24.68,2.644844
24.76,1.006475
24.84,-0.72595
24.92,-2.438039
25.01,-4.132334
25.08,-5.472009
25.16,-6.439269
25.24,-6.909553
25.32,-6.854899
25.41,-6.275305
25.49,-5.274998
25.57,-3.995062
25.65,-2.528283
25.73,-0.830176
25.81,0.909876
25.89,2.562227
25.97,3.943846
26.06,4.992452
26.14,5.54027
26.22,5.600009
26.3,5.157687
26.38,4.246353
26.46,2.965146
26.54,1.352198
26.62,-0.357349
26.7,-2.038933
26.78,-3.542572
26.86,-4.802171
26.94,-5.824086
27.02,-6.469774
27.11,-6.699832
27.18,-6.422745
27.27,-5.647412
27.35,-4.450094
27.43,-2.87909
27.51,-1.167001
27.59,0.573051
27.67,2.212691
27.76,3.654049
27.83,4.711553
27.92,5.419521
28,5.612719
28.08,5.298773
28.16,4.517084
28.24,3.298158
28.32,1.790706
28.41,0.060823
28.49,-1.7288
28.57,-3.34429
28.65,-4.769124
28.73,-5.812647
28.81,-6.40368
28.89,-6.55112
28.97,-6.238445
29.06,-5.521579
29.14,-4.497122
29.22,-3.170158
29.3,-1.602967
29.38,0.057009
29.46,1.785622
29.54,3.323579
29.62,4.485308
29.7,5.247931
29.78,5.578401
29.86,5.404269
29.94,4.719179
30.02,3.623544
30.1,2.170747
30.18,0.52221
30.26,-1.11743
30.34,-2.699873
30.43,-4.183175
30.51,-5.397017
30.59,-6.266408
30.67,-6.706187
30.75,-6.601962
30.83,-5.960087
30.91,-4.958509
30.99,-3.551469
31.07,-1.990634
31.16,-0.278545
31.23,1.331861
31.32,2.850752
31.4,4.123062
31.48,5.053462
31.56,5.507223
31.64,5.46655
31.72,4.935256
31.8,3.956556
31.88,2.623236
31.96,0.992494
32.04,-0.747558
32.12,-2.430413
32.21,-3.940407
32.29,-5.122473
32.37,-5.962629
32.45,-6.398596
32.53,-6.42783
32.61,-6.059228
32.69,-5.222885
32.77,-4.062427
32.85,-2.543536
32.93,-0.827633
33.01,0.91496
33.09,2.487235
33.18,3.835807
33.25,4.827217
33.34,5.408082
33.42,5.502139
33.5,5.082696
33.58,4.214577
33.66,2.952435
33.74,1.456423
33.82,-0.190843
33.91,-1.914371
33.99,-3.489188
34.06,-4.832676
34.15,-5.902891
34.23,-6.469774
34.31,-6.565102
34.39,-6.155827
34.47,-5.320755
34.55,-4.199699
34.63,-2.851127
34.71,-1.311899
34.79,0.32647
34.87,1.94196
34.95,3.407467
35.03,4.556486
35.11,5.253015
35.19,5.486886
35.28,5.237763
35.36,4.520897
35.44,3.380775
35.52,1.93052
35.6,0.30232
35.68,-1.393246
35.76,-2.966791
35.84,-4.305195
35.92,-5.394475
36,-6.177435
36.09,-6.537139
36.16,-6.424017
36.25,-5.80375
36.33,-4.743703
36.41,-3.374795
36.49,-1.754221
36.57,-0.112039
36.65,1.545396
36.73,3.03124
36.81,4.219661
36.89,5.073799
36.97,5.450026
37.05,5.33182
37.13,4.731889
37.21,3.743021
37.29,2.405889
37.38,0.729389
37.46,-0.976345
37.54,-2.643948
37.62,-4.132334
37.7,-5.319484
37.79,-6.103715
37.87,-6.401138
37.95,-6.249884
38.03,-5.710964
38.11,-4.854284
38.19,-3.625189
38.27,-2.172392
38.36,-0.474285
38.43,1.185692
38.52,2.730004
38.6,4.008668
38.68,4.927629
38.76,5.409353
38.84,5.390287
38.92,4.864077
39,3.899359
39.08,2.582563
39.16,1.007746
39.24,-0.589949
39.33,-2.215608
39.41,-3.676031
39.49,-4.931817
39.57,-5.896535
39.65,-6.418932
39.73,-6.462148
39.81,-5.998219
39.89,-5.113576
39.97,-3.861603
40.06,-2.398637
40.13,-0.825091
40.22,0.792941
40.3,2.405889
40.38,3.769713
40.46,4.775105
40.55,5.338175
40.63,5.395372
40.71,4.959405
40.79,4.067136
40.87,2.807537
40.96,1.214926
41.03,-0.422172
41.12,-2.09613
41.2,-3.55274
41.28,-4.779293
41.36,-5.688085
41.44,-6.218108
41.52,-6.343941
41.6,-6.065584
41.69,-5.27754
41.76,-4.209867
41.84,-2.788846
41.93,-1.089467
42.01,0.628977
42.09,2.207607
42.17,3.617189
42.25,4.656898
42.33,5.253015
42.42,5.382661
42.5,5.02677
42.57,4.236184
42.66,3.070642
42.74,1.591153
42.82,0.046841
42.9,-1.614406
42.98,-3.203205
43.06,-4.622955
43.14,-5.660122
43.22,-6.299455
43.3,-6.441811
43.38,-6.126593
43.47,-5.346176
43.55,-4.289943
43.63,-2.937558
43.71,-1.395788
43.79,0.196824
43.87,1.827566
43.95,3.256214
44.03,4.372186
44.12,5.115743
44.2,5.363596
44.27,5.153874
44.36,4.461158
44.44,3.370607
44.52,1.947044
44.6,0.336638
44.68,-1.280123
44.76,-2.79393
44.84,-4.146315
44.92,-5.264829
45,-6.033808
45.08,-6.375717
45.16,-6.322333
45.24,-5.780871
45.32,-4.757685
45.41,-3.409113
45.48,-1.902932
45.57,-0.234058
45.65,1.375076
45.73,2.82406
45.81,4.011211
45.89,4.883143
45.97,5.298773
46.05,5.237763
46.13,4.705198
46.21,3.768442
46.29,2.478338
46.37,0.927671
46.46,-0.761539
46.53,-2.34144
46.61,-3.817116
46.69,-4.961051
46.77,-5.822815
46.86,-6.219379
46.94,-6.229548
47.02,-5.808834
47.1,-5.000453
47.18,-3.855247
47.26,-2.398637
47.35,-0.772979
47.43,0.85268
47.51,2.432581
47.59,3.748106
47.67,4.703927
47.75,5.232679
47.83,5.279707
47.91,4.850096
47.99,3.976893
48.07,2.785929
48.15,1.336945
48.23,-0.300152
48.32,-1.88768
48.39,-3.336664
48.48,-4.650918
48.56,-5.635973
48.64,-6.284202
48.72,-6.406222
48.8,-6.064313
48.88,-5.254661
48.96,-4.132334
49.04,-2.777407
49.12,-1.186066
49.2,0.404003
49.28,1.964838
49.36,3.329934
49.45,4.411588
49.53,5.076341
49.61,5.286062
49.69,5.002621
49.77,4.31626
49.85,3.185035
49.93,1.714444
50.01,0.116748
50.09,-1.50891
50.18,-3.046867
50.26,-4.350953
50.34,-5.370325
50.42,-6.016013
50.5,-6.238445
50.58,-6.055415
50.66,-5.452943
50.75,-4.408149
50.83,-3.090082
50.91,-1.548312
50.99,0.055738
51.07,1.645808
51.15,3.078268
51.23,4.205679
51.31,4.937798
51.39,5.251744
51.47,5.080154
51.55,4.448448
51.63,3.404925
51.72,2.072877
51.8,0.517125
51.88,-1.118701
51.96,-2.715126
52.04,-4.122166
52.12,-5.258474
52.2,-6.000761
52.29,-6.25751
52.37,-6.07321
52.45,-5.480906
52.53,-4.535253
52.61,-3.313785
52.69,-1.914371
52.77,-0.353536
52.85,1.258141
52.93,2.709667
53.01,3.975621
53.09,4.791628
53.17,5.198361
53.26,5.155145
53.33,4.62258
53.42,3.675656
53.49,2.396992
53.58,0.839969
53.66,-0.764082
53.74,-2.262636
53.82,-3.6379
53.9,-4.809797
53.98,-5.685543
54.06,-6.197772
54.14,-6.280389
54.22,-5.841881
54.3,-5.02079
54.38,-3.853976
54.46,-2.412619
54.54,-0.800942
54.62,0.800567
54.71,2.308019
54.79,3.573973
54.87,4.539963
54.95,5.096678
55.03,5.19709
55.11,4.80561
55.19,4.00994
55.28,2.7872
55.36,1.326777
55.44,-0.254395
55.52,-1.915643
55.6,-3.459954
55.68,-4.720825
55.76,-5.592757
55.84,-6.074481
55.92,-6.157098
56,-5.89018
56.08,-5.226698
56.16,-4.21368
56.24,-2.861295
56.32,-1.355114
56.4,0.27817
56.48,1.81994
56.56,3.221896
56.64,4.2794
56.72,4.950508
56.81,5.186921
56.89,4.947966
56.97,4.262876
57.05,3.148175
57.13,1.775454
57.21,0.227329
57.29,-1.347488
57.37,-2.800285
57.45,-4.169194
57.53,-5.271184
57.62,-5.996948
57.7,-6.279118
57.78,-6.106257
57.86,-5.475822
57.94,-4.423402
58.02,-3.095166
58.1,-1.683042
58.18,-0.140002
58.26,1.414479
58.34,2.804995
58.42,3.976893
58.5,4.767479
58.58,5.133538
58.66,5.025499
58.74,4.494205
58.83,3.525674
58.9,2.263532
58.98,0.78023
59.07,-0.865765
59.15,-2.41389
59.23,-3.804406
59.31,-4.878434
59.39,-5.675375
59.48,-6.115154
59.56,-6.106257
59.64,-5.653767
59.72,-4.842844
59.8,-3.559095
59.88,-2.129177
59.96,-0.567071
60.04,1.068756
60.12,2.532993
60.21,3.736666
60.28,4.603515
60.37,5.071257
60.45,5.071257
60.53,4.594617
60.61,3.689638
60.69,2.48088
60.77,1.056046
60.86,-0.574697
60.93,-2.099943
61.01,-3.559095
61.1,-4.794545
61.18,-5.643599
61.26,-6.099902
61.34,-6.107528
61.42,-5.663935
61.5,-4.905125
61.58,-3.777714
61.66,-2.435497
61.75,-0.881017
61.83,0.716678
61.91,2.220317
61.99,3.528216
62.07,4.473869
62.15,5.012789
62.23,5.114472
62.31,4.7446
62.4,3.913341
62.48,2.716022
62.56,1.265767
62.64,-0.274732
62.72,-1.827941
62.8,-3.204476
62.88,-4.411962
62.96,-5.35126
63.04,-5.958816
63.12,-6.135491
63.2,-5.838068
63.29,-5.128828
63.37,-4.058614
63.45,-2.731649
63.53,-1.217842
63.61,0.359517
63.69,1.850445
63.77,3.207914
63.85,4.24254
63.93,4.899667
64.01,5.114472
64.09,4.852638
64.18,4.161193
64.26,3.103689
64.34,1.756388
64.42,0.152337
64.5,-1.470779
64.59,-2.994754
64.67,-4.251812
64.75,-5.227969
64.83,-5.830441
64.91,-6.033808
64.99,-5.838068
65.07,-5.272456
65.15,-4.342055
65.23,-3.081185
65.31,-1.595341
65.39,-0.038318
65.47,1.494554
65.55,2.893968
65.63,4.023921
65.71,4.764936
65.79,5.078883
65.88,4.931443
65.96,4.323886
66.04,3.335018
66.12,2.05254
66.2,0.564154
66.28,-0.980158
66.36,-2.482526
66.44,-3.837453
66.52,-4.949612
